"Name","SM_Facebook_id","SM_Facebook_user"
Wieland Schinnenburg,"1574631166085832",Wieland.Schinnenburg.FDP
Marie-Agnes Strack-Zimmermann,"782677895144628",mastrackzimmermann
"Michael Wagner","915686932096436","Michael Wagner"
Alexander Soranto Neu,"1083344725028818",alexander.neu.376
"Gert Kekstadt, Mitglied der Hamburgischen Bürgerschaft","174285056029849",GertKekstadtMdHB
Lukas Schauder,"681409588880639",LukasSchauderMdL
Gerd Mannes,"442474682778346",GerdMannesr
Wibke Brems,"46354824526",wbrems
"Oliver Lottke","253933471694431",lottke.oliver
Bernd Westphal,"125400970980780",bestphal
Ferdinand Mang,"1962532943768430",F.MangAfD
Stephan Toscani,"211396722209111",Stephan Toscani
Wiebke Osigus SPD,"1418539434880486",WiebkeWaehlen
Silvia Breher,"549488612106846",Silvia.Breher.CDU
Marika Tändler-Walenta,"1444924829138014",tandlerwalenta
Alexander Lorz,"496343117459912",LorzWiesbaden
Martin Neumann,"276728192749833",MartinNeumannFDP
Sarah Philipp,"271499979603031",philippfuerduisburg
Karl Hermann Bolldorf,"471518443003850",khbolldorf.afd
Alexander Radwan,"740593499286362",alexanderradwanmdb
Ulrike Hanneken-Deckert,"461775213931986",hannekendeckert.mdhb
Rainer Albrecht,"194604417230457",RainerAlbrecht.SPD
Martin Sichert,"1509620576000837",sichertmartin
Hildegard Förster-Heldmann,"407203356066269",foerster.heldmann
Kerstin Radomski,"55254653725",KerstinRadomskiMdB
Dietmar Brockes,"958478330869343",Dietmar.Brockes.MdL
"Thomas Kreuzmann","218766707665","Thomas Kreuzmann"
Michael Frieser,"1636686689918879",michael.frieser.csu
Dieter Janecek,"1413144042061112",DieterJanecekBundestag
Marc Bernhard,"953370261352295",MarcBernhardAfD
Stefan Sauer,"711815398992940",MdB.stefansauer
Lukas Kilian,"376438936057591",LKilian
Oliver Wittke,"240525239423067",oliver.wittke.de
Florian Toncar,"617033428501184",FlorianToncarMdB
Alex Dorow,"470761819674131",alexdorow.mdl
Stefan Liebich,"401708756602624",berlinliebich
Siemtje Möller,"1831908787045024",siemtjemoeller
Enrico Komning,"770101233096479",Enrico.Komning
Marius Weiß,"287053475059993",mariusweiss.spd
Marc Blondin,"1639209033065609",blondin.cdu
Ute Lukasch,"258496188097435",Ute Lukasch
Blau wehrt sich,"478896175604730",Blau wehrt sich
Eva Lettenbauer,"132188570707937",EvaLettenbauer
Marcus Optendrenk,"178921849182437",MarcusOptendrenk
"Wahlkreisbüro (SPD) Stefan Kämmerling, Uferstraße 18, 52249 Eschweiler","435043293206377",wahlkreisbuero.stefan.kaemmerling
Rico Gebhardt,"485451831571115",rico.gebhardt
Jörg Kellner - Ihr Landtagsabgeordneter im Wahlkreis 16,"1457342674483351",Jörg Kellner - Ihr Landtagsabgeordneter im Wahlkreis 16
Jan Korte,"203933859649610",jankortemdb
Markus Paschke,"269475816560244",mdbpaschke
Volkmar Halbleib,"193362290792379",HalbleibVolkmar
"Karin Müller","434492276891231",KarinMuellerMdL
Esther Dilcher,"153140561875617",esther.dilcher
Lorenz Deutsch,"667901876692901",lorenzdeutschkoeln
Markus Grübel,"127441196853",MarkusGruebelMdB
Christoph Maier,"1832322780330187",christoph.maier.MdL
Heike Wermer,"1844267995803261",heikewermer
"Hans-Peter Behrens","101383564663850",hanspeterbehrensmdl
Jana Schimke,"309880835800076",janaschimke.Bundestagsabgeordnete
Tobias von der Heide - Der Fördeabgeordnete,"534069933420303",foerdeabgeordneter
Thomas Huber,"456136537814105",HuberEBE
Jens Beeck,"592280557638475",jensbeeck.de
Landtagsabgeordneter Andreas Schalk,"269985366940674",Landtagsabgeordneter Andreas Schalk
Holger Welt Abgeordneter der Brem. Bürgerschaft,"1903149193252236",HolgerWeltAbgeordneter
Rüdiger Kruse,"101773823336428",Kruse.Ruediger
"Gerhard Lein, ehem. Bürgerschaftsabgeordneter","119325041472233",gerhardlein
Melanie Leonhard,"150852294970050",leonhard.melanie
Tim Brockmann CDU Landtagsabgeordneter,"100606470394620",TimBrockmann.CDU
Peter Drenske,"1799037073642957",Peter.Drenske.AfD
Heiko Wildberg,"1406299279463101",drheikowildberg
Ministerpräsident Michael Kretschmer,"138422136179542",MP.Michael.Kretschmer
Nina Scheer,"335584086555989",ninascheer.spd
Barbara Regitz,"1880153825628829",BarbaraRegitzCSU
Richard Graupner,"444299419349774",Richard Graupner
Pia Zimmermann,"247411188757060",pia.zimmermann.90
Tobias Utter,"49140298759",Tobias Utter
Stephan Jersch,"1489385244699884",stephan.jersch
Wolfgang Jörg,"394713683874861",JoergfuerHagen
Isabell Huber,"1484175145048871",IsabellHuberMdL
Marc Vallendar,"1798561513692827",vallendar.marc
Sebastian Hartmann,"337368156374937",SebastianHartmannSPD
"Carsten Träger, Mitglied des Bundestags SPD","568297056577159",carstentraegermdb
Günter Rudolph,"523541391032477",gunter.rudolph.9
Maurice MüllerB,"607985409273079",mauricebmueller
Andreas Nick,"574764652545364",DrAndreasNick
Bettina Hornhues,"193146060704619",Hornhues
Michelle Müntefering,"439265522793389",michelle.muentefering
Ronja Kemmer,"1569218743292563",ronja.kemmer
Christiane Schneider,"163594270664906",Christiane Schneider
Julian Brüning,"1944079835806518",Julian.Bruening94
Heide Scheuch-Paschkewitz,"271651346596553",HeideDIELINKE
Marlen Block,"1544866378977215",Marlen Block
Manfred Kern,"196532760459027",ManfredKernMdL
Gernot Gruber,"173497759348922",GernotGruberMdL
Cansu Özdemir,"305500089535952",CansuOezdemirMdHB
Sebastian Wippel,"1623366394557768",Sebastian Wippel
Heike Taubert,"1557016201213611",heiketaubert
Ernst Kopp,"180319355320533",ernst.kopp.mdl
"Christian Buchholz","2250426511906134","Christian Buchholz"
Thorsten Schäfer-Gümbel,"34299468079",thorstenschaeferguembel
Walter Nussel,"764166410395022",Walter.Nussel.CSU
Michael Ruhl,"795124693972012",PostAnMichael
"Simone Lang","546474612135578",simone.lang.spd
Ramona Pop,"236632999683304",Ramona Pop
"MdL, Eka von Kalben","185059895657586",ekavonkalben
Dennis Buchner,"1224169080941050",dennis.buchner.berlin
RosaLuxx.,"900833283273616",rosaluxx
Johannes Klomann,"972029829474664",johannes.klomann.spd
Jan Timke,"320018055148763",JanTimke.MdBB
Alexander Graf Lambsdorff,"519398914740380",Alexander.Lambsdorff
Daniel Freiherr von Lützow,"1428591354092550",Daniel Freiherr von Lützow
Michael Grosse-Brömer,"121948104610196",MGrosseBroemer
Sidonie Fernau,"759251590818594",Fernau.Sidonie
Frank Sitta,"1385957395065712",franksitta
Wahlkreisbüro Christina Buchheim,"1766846143597937",Wahlkreisbuerobuchheim
Robert Farle,"1565754943752371",RobertFarle22
Miriam Staudte,"841640212622124",miriam.staudte
"Andrea Schröder-Ehlers","157432437729043",schroeder.ehlers
Wolfgang Roick - Stark für unser Seenland,"240928132765754",waehle.wolfgang.roick
Volkmar Klein,"72709330562",VolkmarKlein.de
Ute Vogt,"634751643273139",ute.vogt
Wolfgang Aldag,"277651445722136",WolfgangAldagGruene
Jörn Schepelmann,"1494921880527490",joernschepelmann
"Sandro Kirchner","568291276555268",KirchnerSandro
Kerstin Tack,"853487668013001",kerstintack
Benjamin Strasser,"139782149374162",strasser.fdp
"Detlef Müller","395199440836135",detlefmuellerchemnitz
Johannes Steiniger,"1606725526229201",johannes.steiniger
Peter Hofelich,"680889875389503",peterhofelich
Gustav Herzog,"421758451194567",GustavHerzogMdB
"Marcus Bocklet","2097919440492609",MarcusBockletMdL
Martina Friederichs,"303400543190579",martina.friederichs
Reiner Zimmer,"180269072442164",reinerzimmerhsw
Kay Richert,"147371745303576",kay.richert.fdp
Jette Waldinger-Thiering,"976290752475666",jettewaldinger
Jürgen Hardt,"90203217294",JuergenHardt
Andreas Schwarz,"729931240351201",andreas.schwarz.spd
André Berghegger. Gemeinsam für das Osnabrücker Land,"315321281924550",BergheggerAndre
Jennyfer Dutschke,"946074722079586",jennyfer.dutschke
Daniela Sommer,"650245871668771",MdLDanielaNeuschaefer
Nikolas Löbel,"149013668456074",nikolasloebelmannheim
Ministerpräsident Stephan Weil,"324082681136000",Ministerpraesident.Stephan.Weil
"Peter Tomaschko","167985906708029",peter.tomaschko
Bettina Hagedorn,"120733721866398",BettinaHagedornMdB
"Wahlkreisbüro Monika Hohmann, Linksfraktion Sachsen-Anhalt","293671774014435","Wahlkreisbüro Monika Hohmann, Linksfraktion Sachsen-Anhalt"
Beatrix von Storch,"549796328395150",BeatrixVonStorch
"Jens Guth, Mitglied des Landtags","1418847015095386",GuthJens
Britta Kornmesser,"435832397210918",KornmesserBritta
Carsten Körber,"464337703775204",koerber.carsten
Marcus Pretzell,"516475415084585",Marcus.Pretzell.blau
Daniel Günther,"634691876703843",Daniel.Guenther.CDU
Eva-Maria Schreiber,"1204404969676266",EvaSchreiberDieLinke
Jörg Geerlings,"136660759449",joerg.geerlings
Anja Weisgerber,"123317111021370",anjaweisgerber
Lars Frommann,"414554542014343",lhrWahlkreiskandidat
Mirko Schultze,"807287595990765",schultze.mirko
Martina Stamm-Fibich,"332058163603185",martina.stammfibich
Eva Lux,"375763085829863",EvaLuxMdL
Anne Cyron,"962514974080497",AnneCyronAfD
Stefan Zierke,"234636206679771",ZierkeSPD
Elisabeth Winkelmeier-Becker,"121895396276",Elisabeth.WinkelmeierBecker
