"Name","SM_Facebook_id","SM_Facebook_user"
Marco Buschmann,"1375993365821383",MarcoBuschmannFDP
Simone Wendland,"167587690422952",Wendland2017
Axel Brammer,"141441902665622",AxelBrammer
"Urs Tabbert","143719512355928","Urs Tabbert"
Björn Fecker,"800441246667999",bjoernfecker
"Sabine Dittmar","138187167349",SabineDittmarMdB
,,georg.kippels
Ulrich Oehme,"198226823866927",ulrich.oehme.official
,,bernhard.wildt.9
Christine Buchholz,"328453390630548",buchholz.christine
Markus Hofmann,"170478240286933",markushofmann63
Nils Saemann,"356653137873914",Nils Saemann
Edgar Franke,"106694729500758",FrankeEdgar
Heinrich Frieling,"1153865434723072",HeinrichFrieling
Karlheinz Busen,"1609868125920282",KarlheinzBusen
Sarah Buddeberg,"594352027351175",sarahbuddeberg
Jens Kamieth,"323964267964109",jenskamiethmdl
Alexander Ulrich,"429453317234909",alexanderulrichmdb
Peter Altmaier,"172834814572",peter.altmaier
Carola Wolle,"414669855385269",Carola.Wolle
,,joschka.knuth
"Michael Kießling","377691905935080",MdB.Starnberg.Landsberg.Germering
Burkard Dregger,"744802515627357",BurkardDregger
Horst Arnold SPD,"617600528393349",Horst.Arnold.SPD
Michael Thews -,"702563316515363",MichaelThewsMdB
"Hannes Loth","905062979516659",Hannes.loth.afd
"Kaya Kinkel","213068829345084",kayakinkelmdl
,,axel.muller.1441
Patrick Dahlemann,"134016909948856",Dahlemann
"Detlef Radke","1028624937187242",landtagsabgeordneter
,,marco.buschmann.54
Marcel Scharrelmann,"756108164541457",cdu.scharrelmann
Markus Söder,"366343133439370",markus.soder.75
Stefanie Fuchs,"206580156393442",StefanieFuchsKoepenick
,,ingo.tebje
,,petra.vandrey
Bärbel Bas,"645760532106194",baerbel.bas
"Ulf Prange","329563577110365",MdLPrange
,,heiner.klemp
Anja Müller DIE LINKE,"486840771357538",anjamueller2013
,,christian.hierneis
Daniel Gerber,"924548177881821",gerbsen
,,andreas.krahl.14
"Larisch,  Karen","1121353987889180",tantekala
,,marika.tandlerwalenta
"Andreas Bleck","441715872855412",AndreasBleckMdB
Mahmut Özdemir,"189259604552544",oezdemir.spd
Andreas Scheuer,"127608807419079",Andreas.Scheuer
Ludwig Flocken,"1571587053128009",ludwigflocken
"Tom Schreiber","160149370674177",TomSchreiberMdA
Tobias Gotthardt - Freie Wähler,"1370841386293127",TobiasGotthardtMdL
Doris Barnett,"1447722195470840",barnett.spd
Fabio De Masi,"210239532509087",fabio.d.masi
Swen Knöchel,"345100452203483",swenhalle
Gabriela Heinrich,"133430763472093",heinrichgabriela
Christian Zwanziger,"199555273949323",ChristianZwanziger
Agnieszka Brugger,"169881576447003",agnieszkamdb
Bernd Schlömer,"390470731341335",bubernd.fdp
,,frank.kaufmann.9231
Daniel Lede Abal,"173662049331543",danielledeabal
Patrick Sensburg,"541863982540824",patricksensburgcdu
Christian Brade,"197395066937187",Christian Brade
Markus Kurth,"100160987153482",mdb.markuskurth
Rita Schwarzelühr-Sutter,"356722457844832",schwarzeluehrsutter
Matthias Büger,"357651197776762",matthias.bueger
"Jörn König","181535349099426",joernkoenig
Ingo Wellenreuther,"467097719983247",IngoWellenreuther
,,christian.hochgrebe
Marko D. Knudsen Deutsch,"532506096886819","532506096886819"
Rüdiger Klos,"416317708701922",landtagsabgeordneter.bw
Olaf Meister,"557572220981649",olaf.meister.gruene
Alfred Grob,"202847190313202",alfred.grob.ingolstadt
"Frank Jahnke","181680515210611",frank.jahnke
Josef Rief,"383840958337134",josefriefmdb
"Nina Klinkel","737569786267589",NinaKlinkel
Bernd Riexinger,"151260125059312",riexinger.bernd
Christine Neumann-Martin -,"420115644834264",christine.neumann.cdu
Frank Bommert,"810986172292717",FrankBommertMdLCDU
Frank Heinrich,"120072323812",frankheinrichchemnitz
Elombo Bolayela Abgeordneter der Bremischen Bürgerschaft,"1407459366159843",elombo.bolayela
Martin Reichardt,"1783417735277557",MartinReichardtAfD
Walter Scheuerl,"1924119601206052",WalterScheuerl.Hamburg
Hubertus Zdebel,"1680679028923172",ZdebelHubertus
Roger Beckamp AfD,"2029265380719482",roger.beckamp.afd
Michael Brand,"1824216931170605",menschbrand
Christian Hirte,"542605582431001",ChristianHirteMdB
Bernd Baumann,"1679743389020111",Dr.Bernd.Baumann
Petra Sitte,"231707130202357",MdB.Petra.Sitte
Oliver Ulloth #MdL,"170274740453532",oliver.ulloth.spd
Inge Hannemann,"173820092766615",IngeHannemann1
Andreas Kugler,"644900685649302",KuglerSPD
Marc Jongen,"824813950905349",Dr.MarcJongen
,,taylan.burcu
Björn Thümler,"239576706244442",bjoern.thuemler
Norbert Kleinwächter,"346613215704870",norbert.kleinwaechter
,,lars.schieske
,,daniela.ludwig3
Daniel Born,"348163145304496",Daniel.Born.SPD
Niklas Schrader,"1721795281432203",nikschrader81
Michael Billen,"189748427721815",Michael Billen
"Nico Steinbach","683792998390867",nico.steinbach.mdl
Axel Schäfer,"643840382338092",axel.schaefer.bochum
"Roland Ulbrich, AfD","400350817183519",Roland.Ulbrich.AfD
Diana Stachowitz,"465820930241318",stachowitz.diana
Katrin Göring-Eckardt,"60074915591",GoeringEckardt
Thomas Hölck,"985446058226818",ThomasHoelckSPD
Hubertus Kramer,"289089561208987",HubertusKramer
Katrin Ebner-Steiner,"1063894523641714",Ebner.Steiner.Katrin
Maria Klein-Schmeink,"350332685155921",kleinschmeink
Harald Wolf,"171100062926769",Harald Wolf
Thekla Walker,"1595631434033569",thekla.walker.bw
Susann Enders,"122114567961264",Landtagsabgeordnete
Dirk Bamberger,"308997699307326",dirk.bamberger
,,mario.kumpf
,,eugen.schmidt.3348
Max Deisenhofer,"292772341539835",maxdeisenhofer
,,isabel.mackensen
Daniel Keller,"670191326760173",Daniel.Keller.Potsdam
Maren Jasper-Winter,"992940494114012",m.jasperwinter
Gerhard Hopp für uns nach München,"175902989234811",Gerhard.Hopp.fuer.uns.nach.Muenchen
,,mfishcreek
Marco Böhme,"474975982635074",boehmemarco
Anja Piel,"741344766022360",AnjaPiel
Christian Tischner,"1116855345169430",ChristianTischner
"Thomas Lutze","788750901189654",thlutze
Kathrin Bockey SPD-MdL SH,"130352363757064",Kathrin Bockey SPD-MdL SH
,,DanielaBeihl
Kerstin Nicolaus,"265844227141214",nicolausmdl
Beate Meißner - Die wähl' ich.,"1421381568110717",Beate Meißner - Die wähl' ich.
Ilse Aigner,"430681347087363",ilse.aigner
Martin Schulz,"75969208461",martinschulz
Andreas Butzki,"190384554659436",Andreas Butzki
,,joergmarkert
Corinna Miazga,"1720472504912063",CorinnaMiazgaMdB
Stephan Hösl,"1495613834046287",stephan.hoesl
,,michael.busch.353
Helga Lerch,"1136549753072570",HelgaLerchMdL
Thomas Löser,"245726615833103",thomasloeserDD
Thomas Rachel,"671477766298810",thomas.rachel.dueren
Christoph Skutella,"184532112288947",Skutella2018
Thorsten Frei,"175778159240756",ThorstenFreiCDU
Andrea Bogner-Unden,"1675002419400572",andrea.bogner.unden
Ulrike Liedtke,"839148093086160",Liedtke.Ulrike
Rudolf Müller,"102107497820123",landsaarland
Jan Hippold-MdL,"2232920953697824",JanHippoldMdL
Michael Leutert,"177828029071801",michael.leutert
,,holger.hentschel.5
Monika Grütters,"969991799799891",MonikaGruetters
Katy Walther - Grüne Landtagsabgeordnete - Wahlkreis 44,"296176160937460",katy.walther.ltw18
Eva Högl,"75238592950",eva.hoegl
Wolfgang Schwarz,"410704089107999",MdLWolfgangSchwarz
Omid Nouripour,"335200473236919",nouripour1
Tino Schopf,"568211313345832",tinoschopfspd
,,ute.leidig
Ingo Senftleben,"1712552975702120",IngoSenftleben
Derya Çağlar,"1002891199767911",derya.caglar.spd
Winfried Bausback,"312061525818186",wbausback
Kerstin Schreyer,"281342982023970",schreyerkerstin
,,thomas.wurdisch
,,sulmez.dogan.3
Björn Simon,"536275779902817",bjoernsimon.cdu
Frank Steffel,"72364069062",franksteffel
,,isabell.huber.14
Alexander Muthmann,"325638204209477",alexander.muthmann
Christoph Ploß,"266691460417403",christophploss
Frank Sundermann,"596647067178912",Frank Sundermann
Jutta Blatzheim-Roegler,"304281992982532",juttablatzheimroegler
,,otto.fricke
Dilek Kalayci,"184126388301058",Dilek.Kalayci1
Gabriele Andretta,"1248373205307916",GabrieleAndretta
Christian Untrieser,"1842892212595877",untrieser
,,christoph.zippel.7
"Florian Siekmann","374911129617368",fsiekmann
"Udo Hemmelgarn","1559497394357047",HemmelgarnUdo
Susanne Schneider,"1503679776624990",susanne.schneider.mdl
,,jens.koeppen
Petra Joumaah,"428869750483566",petrajoumaahWK36
Peter Beuth,"768103829878352",peter.beuth
Annalena Baerbock,"1675394899406675",abaerbock
,,barbara.becker.5621
,,felstehausen
Politische Kommunikation,"200362196660531",polkomm
Lars Harms,"1230717483708005",sswlarsharms
Frank Müller,"211189962645542",frankfuernrw
,,thomas.kirste.31
Hubertus Heil,"63215533503",mdb.hubertusheil
,,bundestag2013
,,tabea.roessner
,,lux.hardy.spd
Lisa Kapteinat,"1131348326902985",Kapteinat
Matthias W. Birkwald,"2031454600399341",matthias.w.birkwald
Dirk Stamer,"215586348785812",dirk.stamer.spd
,,kathrin.anders.313
Hans-Jürgen Thies,"1735588090048244",hansjuergenthies
Thela Wernstedt,"254155828336349",Thela Wernstedt
,,konstantin.kuhle
,,erich.irlstorfer
Dr.-Ing. Rolf Weigand,"1569926646377002",DrRolfWeigand
Nico Weinmann,"1603199959695219",weinmann.nico
,,buromarcus.weinberg
Hessischer Wirtschaftsminister Tarek Al-Wazir,"39198872885",tarek.al.wazir
Marco Tullner,"377089220405",marco.tullner
Elske Hildebrandt,"373044666761228",hildebrandt.elske
"Astrid Hennies, SPD Bürgerschaftsabgeordnete für Rahlstedt","273804366129797",astridhennies1
,,martin.wagle.12
Jörg Nobis,"1697477733852965",Joerg.Nobis.AfD
Gitta Connemann,"175211392516482",GittaConnemann
Tilo Gundlack,"458739227669379",tilo.gundlack
Steffi Lemke,"675262355856034",steffi.lemke.gruen
Brigade Seitz,"262669114264766",brigadeseitz
Isabel Mackensen,"219589951790034",IMackensen
Jörn Freynick,"1821903544761855",freynick
Claudia Moll,"872845746151301",ClaudiaMollSPD
Stephan Schmidt,"1881844382040655",schmidtheiligensee
Tim-Christopher Zeelen,"1886981081543237",timzeelenmda
Carsten Borchert,"183207312037005",Carsten Borchert
Nds. Landesbeauftragte für Migration und Teilhabe Doris Schröder-Köpf,"1723114231286757",Nds. Landesbeauftragte für Migration und Teilhabe Doris Schröder-Köpf
Konstantin Kuhle,"621835661198523",kuhle.konstantin
Swen Schulz,"286410158169939",swenschulz
Martin Runge,"603970013126222",Martin.Runge.Landtag
Ulli Nissen,"298030170391625",ulli.nissen
,,katrin.schleenbecker
Holger Gasse,"161231684458378",TeamGasse
,,ChrisKuehnTuebingen
,,anja.hajduk
Jörg Markert,"303469653826331",joerg.markert.mdl
Frank Rock,"1626515857673545",ihrkandidat2017
Linda Teuteberg,"206642169865571",teuteberg.linda
Reinhard Houben,"271692326585068",ReinhardKoeln
Thomas Kreuzer,"639251752761316",Thomas.Kreuzer.CSU
Georg Pazderski,"1487410064605156",Pazderski.Georg
"Stephan J. Reuken","1794573267490043",reuken.mdl
"Torsten Wolf","621521007968284",wolf.torsten
"Heribert Friedmann in RLP","418642542052423",heribertfriedmann
,,sylvia.pantel.54
,,thomas.gottweiss
Andreas Kossiski,"221015151338873",AndreasKossiski
,,barbara.regitz
Ulla Schulte,"136261873224292",ulla.schulte.790
Gunther Krichbaum,"217240221654203",krichbaum.bundestag
Hermann Färber,"565107070189081",HermannFaerber
Waldemar Herdt,"498777540490412",WaldemarHerdtMdB
Dirk Heidenblut - Mitglied des Bundestages,"430759423677288",DirkHeidenblutMdB
Jan-Marco Luczak,"942949079130982",JanMarcoLuczakMdB
Benedikt Lux,"205803866107712",beneluxberlin
Markus Koob - Bundestagsabgeordneter für Hochtaunus und Oberlahn,"317917298338162",Markus Koob - Bundestagsabgeordneter für Hochtaunus und Oberlahn
Cem Özdemir,"36379612880",Cem
,,bela.bach
,,katja.maurer.524
Steeven Bretz,"1736167469965766",steevenbretz
Oliver Kehrl,"1407244726241803",okehrl
,,stephanie.lohr.10
,,christine.wernicke.39
MdB Sören Pellmann,"186128571494326",MdBSoerenPellmann
Joschka Langenbrinck,"539612536220754",JoschkaLangenbrinckSPD
Katina Schubert,"606603689493149",dielinkeschubert
Mechthild Heil,"216347025147950",MechthildHeil
,,rossmannpi
Thorsten Schick,"920290361402254",Thorsten Schick
Till Backhaus,"187582193998",tillbackhaus.de
,,rolf.weigand.98
Andrew Ullmann,"245945852526795",ullmannMdB
Christian Fühner,"295156587571823",christian.fuehner.cdu
Alois Gerig,"1375036662524038",aloisgerig
Lothar Binding,"445552625533596",lothar.binding
Elke Zimmer,"579905865441531",Elke Zimmer
Paul V. Podolay,"498311506904112",podolaypaul
Katrin Helling-Plahr,"101422408233",KatrinHellingPlahr
,,nicola.bocker
Steffen Kubitzki,"548060158886250",afd.steffen.kubitzki
Heiner Merz,"845488815605799",heinermerzmdl
Albert Weiler,"558945014144891",albert.weiler.wk195
,,rudi.fischer.50159
Martin Haller,"694917157296197",martin.haller.spd
Tabea Rößner,"768510669914042",tabearoessnerMZ
TeamTauber,"194697163948833",TeamTauber
,,rita.schwarzeluehr.sutter
Christel Weißig,"211048533179486",Christel Weißig
Uwe Schulz,"1167700783325442",uweschulzafd
Albert Füracker,"291625570948122",albert.fueracker
"Mathias Wagner","254070775152297",mathiaswagner.mdl
Verena Späthe,"393542120751459",DrVerenaSpaethe
"Uwe Adler","282673895776831",EinAdler
Philipp Raulfs,"427636374261410",philippraulfs
Martin Rosemann,"419654778154419",martin.rosemann.5
Michael Kuffer,"415265698805869",michael.kuffer
Tobias Lindner,"278875132141051",lindnermdb
,,jochen.kohler.77
Bürgerbüro Carsten Ovens,"997005170339365",buergerbuero.ovens
Stefan Naas,"354492595049805",Stefan.Naas.FDP
,,dieter.heckmann
Jörg Stroedter,"116749445100",Jörg Stroedter
Christian Freiherr von Stetten,"278715157753",christianstetten
Sandra Bubendorfer-Licht:  Ihre liberale Politikerin fur Südostbayern,"427823900665329",Sandra Bubendorfer-Licht:  Ihre liberale Politikerin fur Südostbayern
Helmut Kaltenhauser,"822344324640469",Helmut.Kaltenhauser.MdL
,,michael.gerdes.165
Gerhard Zickenheiner,"1114812608634699",zickenheinergerhard
,,regine.muller.391
,,stephankuehn.dresden
,,goenuel.bredehorst
,,roland.ulbrich.16
Hermino Katzenstein,"413548832162264",Hermino.Katzenstein
Iris Nieland,"1316482748388267",iris.nieland.afd
Christel Weißig Wahlkreisbüro,"301026990565128",christelweissigmdl
Barbara Nitruch,"198617680259764",Barbara Nitruch
Danyal Bayaz,"203641949789717",DanyalBayaz
,,thomas.silberhorn
"Christine Schnittker,mdbb","370707947042439",christineschnittkermdbb
"Martin Schöffel, Landtagsabgeordneter","266255737313694",MartinSchoeffelMdL
,,matthias.gastel.1
Gabriele Hiller-Ohm,"930500200381610",GabrieleHillerOhm
"Michael Schrodi","373266896075258",m.schrodi
Manuel Hagel,"1024827034206773",manuel.hagel
,,gabriele.triebel.77
,,elske.hildebrandt
Tobias Pflüger,"105883686278260",tpflueger
"Nezahat Baradari, Mitglied des Deutschen Bundestages","572683579602491",Baradari2017
Marcus Held,"475865579194090",mdbmarcus.held
Yasmin Fahimi,"1386598984894087",yasmin.fahimi
,,andreas.rimkus
Anton Hofreiter,"598216760241817",anton.hofreiter
Andreas Lenz,"163923497121139",andreas.lenz.bundestag
Bernd Lynack,"293264344098948",berndlynack
,,jan.zwerg.12
Christian Haase,"620464327970113",haasechristian.de
Anette Röttger,"347709148964397",AnetteRoettgerMdL
Christian Lindner,"143504445664134",lindner.christian
,,hans.urban.7921
"Christian Sauter","259956694101149",christianBT1721
Eva-Maria Kröger,"1585712121742490",EvaMariaKroegerLinke
Konstantin von Notz,"1057395874293125",KonstantinNotz
,,josef.rief.1
,,mike.mohring.7
,,kees.devries.18488
Ute Bergner FDP,"102921544425013",UteBergnerFDP
Kai Vogel,"103738813474836",kaivogelmdl
Georg Winter,"443101169443560",GeorgWinter.704
,,knutjohn.spd
Ulla Ihnen,"1779611129021070",ulla.ihnen
Valentin Lippmann,"1248426405167398",VaLippmann
,,manfred.eibl.5811
"Andreas Galau","687078524758420",galaumdl
Arno Enners,"2051860635076941",ArnoEnnersAfD
Roger Lewentz,"349172035209880",RogerLewentz
,,soenkerix
Björn Lüttmann,"427340744105368",spdluettmann
Gerhard Waschler,"1458487477750407",gerhard.waschler
,,sahra.damus
Franziska Gminder,"1906366056249428",FGminder
Hardy Lux,"2374091606154680",hardy.lux.spd
,,claudia.kohler.752
Martin Sträßer,"279214645808006",straessermartin
Annkathrin Kammeyer,"157834767617437",Kammeyer.Annkathrin
,,torsten.leveringhaus
Heribert Hirte,"132849650207840",HHirte
,,thomas.lutze.52
Schulze in den Bundestag,"569656663096385",SchulzeindenBundestag
Günter Krings,"400578453368061",gunter.krings.cdu
"Christian Wirth","365566760558158","Christian Wirth"
Jan Schalauske,"1383768438607322",Jan Schalauske
"André Barth","1469045620042914",mdlandrebarth
Ralf Nolten,"817025541734529",rnolten
Jens-Holger Schneider,"433405617227196",AfD.Fraktion.Landtag.MV
,,heike.baehrens
,,oliver.kaczmarek
"Hartmut Ganzke","2105689109730735",hartmut.ganzke.spd
Eike Holsten,"506457773034408",eike.holsten.cdu
Ines Saborowski,"102184237790482",cdu.ines.saborowski
Alptekin Kırcı,"124681461508850",kircialptekin
,,janina.tudeldu
,,eva.lux.12
Andreas Mrosek,"121723718018539",AndreasMrosek
,,mshagen
"Giorgina Kazungu-Haß","1507828106182652",giorginakazunguhass
,,ines.packt.an
,,hans.friedl.73
Jochen Klenner,"1251491131592461",jochenklenner2017
,,thomas.brueninghoff
Wolfgang Kubicki,"403531479663968",kubicki.wolfgang
Florian Graf,"294245294017078",floriangraf.cdu
Sabine Zimmermann,"151354428319746",MdB.Sabine.Zimmermann
Simone Huth-Haage,"622093174565584",Simone Huth-Haage
,,andreas.schubert.108889
"Katja Pähle, SPD","138112789854778",katja.paehle
Marco Lübke,"869518539775269",marco.luebke.politiker
MdA Katrin Vogel,"811243738928220",mda.katrinvogel
Robert Sesselmann,"355331218279398",RobertSesselmannAfD
,,wolfgang.hauber
Christina Baum,"449770495211587",Dr.Christina.Baum
Metin Hakverdi,"178872845468327",Metin Hakverdi
Thomas Domres,"959809267459191",mdldomres
"Katja Mitteldorf","733454260057648",wkb.mitteldorf
,,wolfgang.lauerwald.afd
Notker Schweikhardt,"1089685691147893",Notker.Schweikhardt
"Thorsten Weiß","991539877609779",ThorstenWeissafd
Guido Heuer,"748606941917144",guido.heuer
Andreas Jung,"491572037569892",Jung.Andreas.Konstanz
Gudrun Lukin,"163261677108683",Gudrun.Lukin
Katja Leikert,"423800571019823",leikertkatja
Roman Müller-Böhm,"1755235238081958",muellerboehm
Udo Wolf,"159767737421004",Udo Wolf
,,lena.gungor.7
Heiko Maas,"1431909580371764",heiko.maas.98
,,ulrich.schnur
,,markus.bay.1
Frank Steinraths,"263505147554500",steinraths
,,stephan.tiesler
,,markus.tressel
,,konstantin.vonnotz
Erwin Rüddel,"120767057956472",rueddel
Timo Stehn,"176765409027596",Timo Stehn
"Mario Brandenburg","171048233358845",Bra.FDP
Pascal Meiser,"1181444335296054",pascalmeiser361
,,frankpeschel.de
Thomas Erndl,"278699465908771",Thomas.Erndl.Bayern
Robbin Juhnke,"195006627280103",drrobbin.juhnke
Andreas Büttner,"1770584423266071",buettnerandreasbrandenburg
Manuel Höferlin,"186627140975",Hoeferlin
,,markusgleichmann
Markus Herbert Weske,"239462599823249",MarkusWeske
"Martina Fehlner","1459035364377194",FehlnerMartina
Bernd Krückel,"214316812009310",B.Krueckel
,,thomas.nord.319
Carlo Cronenberg,"1598008726876796",CarloCronenberg
Elisabeth Kaiser,"1825871520988552",ElisabethKaiser194
Heiner Rickers,"1204831262969785",HeinerRickers
Paul Fresdorf,"982801075168811",PaulFresdorfFDP
Ingo Gädechens Fanpage,"400133866760848",FanpageIngoGaedechens
Kathrin Anders,"1975633316046482",kathrinanderswetterau
Eric Beißwenger,"138400389680332",EricBeisswengerCSU
Armin Laschet,"109478215738226",ArminLaschet
Herbert Strotebeck,"1896374320688751",Strotebeck.AfD
Renate Künast,"90022819050",renate.kuenast
Ottmar von Holtz,"1868706536737683",OWvonHoltz
Ralf Jäger,"166337850428495",ralfjaeger.nrw
Hilde Mattheis,"1169663413106412",HildeMattheisMdB
"Frank Scholtysek","1204548312902506",MdAScholtysek
Uli Henkel für München,"1362053870562823",Uli.Henkel.Muenchen
Klaus-Dieter Gröhler,"197207043759757",kd.groehler
Marcel Klinge,"519745878225472",marcelklinge
,,ines.springer.16
Ludwig Hartmann,"1731781957148285",Ludwig.Hartmann.Landtag
Caren Lay,"668729169812570",caren.lay
Karsten Kolbe,"952818414815219",machsmitkolbe
Bernd Sibler,"311269659661552",siblerbernd
Carina Gödecke,"443773715825592",carinagoedecke
Iris Firmenich,"143676365663054",IrisFirmenich
Markus Bayerbach,"797361323949531",MarkusBayerbachAfD
Thorsten Glauber,"168647239851307",Thorsten Glauber
,,peter.vida.bernau
Johannes Schraps,"1176771325755239",johannes.schraps.spd
Dirk Toepffer,"392213197830783",D.Toepffer.MdL
,,alexander.becker3
Sven W. Tritschler,"460879450706525",sventritschler.afd
,,kerstin.griese
Bianca Winkelmann,"1105871286150301",bwCDU
Margarete Bause,"521065204608834",margarete.bause
Hansjörg Müller,"945916115500427",HansjoergMuellerMdB
,,johann.saathoff.52
"Jürgen Frömmrich","265376560585927",JFroemmrich
Marco Voge,"179950905815136",marco.voge
Gerald Kummer,"1499579703629238",kummer.landtag
Ralph Bombis,"1022191977801198",ralphbombisfdp
Ingrid Pahlmann,"169527093203108",ipahlmann
,,joachim.stamp
,,katja.dorner.5
Kristin Brinker,"108313499637735",DrKristinBrinker
Daniel Roi,"392492927554286",Landratskandidat.Roi
,,danikolbe
Jörn Kruse,"146466138895984",Joern.Kruse.AfD
,,corinna.ruffer
,,stumppma
Christel Nicolaysen,"1470572449630160",nicolaysenfdp
Peter Beyer,"612601668757620",peterbeyermdb
Svenja Stadler,"340332092731147",svenjastadlerspd
Gregor Gysi,"42497482692",gregor.gysi
Sahra Wagenknecht,"206307219386683",sahra.wagenknecht
Sofia Leonidakis,"423119868238679",SofiaLeonidaki
Kay Gottschalk,"578990648975282",KayGottschalkAfD
,,harald.kuhn.1276
Matthias Lieschke AfD,"1505198643073430",Abgeordneter.im.Landtag
Robert Lambrou,"331622844197016",LambrouRobert
,,rainer.ludwig.18
Christoph Grimm,"1113462322119853",Christoph Grimm
,,cornelia.klisch.7
Jeannine Rösler,"631693930332214",JeaninneRoesler
Susanne Menge - Bürgermeisterin für Winsen,"2971062329586380",mengemachts
,,moritz.promny.9
Stefan Henze,"1776193142691572",StefanHenzeAfD
Thomas de Jesus Fernandes,"1462631330665539",Thomas.de.Jesus.Fernandes
Damian Lohr,"1801359980086071",lohrdamian
Stefan Rouenhoff,"272413923137815",stefanrouenhoff
Daniela Wagner,"103170562071",danielawagnermdb
Klaus-Peter Willsch,"475303929184653",klauspeter.willsch
"Peer Lilienthal","468332456946338",LilienthalPeer
,,ullrich.csu
Cordula Eger - Ihre Landtagsabgeordnete,"204969306263159",cordula.eger
Hartmut Ebbing,"124738061378751",fdp.hartmut.ebbing
Thomas Gebhart,"399610793419033",gebhart.th
Hans-Josef Bracht,"892636910855949",hansjosefbracht
"Dirk Herber","431176823743592",herber.dirk
Nicole Hoffmeister-Kraut,"490057484500952",DrNicoleHoffmeisterKraut
Kay Ritter,"376198983181063",Ritter.Kay
Petra Pau,"123471354915100",PetraPauMaHe
Ole Thorben Buschhüter - Bürgerschaftsabgeordneter für Rahlstedt,"114775295205405",buschhueter.mdhb
Mario Beger - Ihr Abgeordneter,"881672405243290",MarioBegerAfD
Daniel Reinhardt,"382308319287592",Daniel Reinhardt
"Harald Gindra","226056947414999",Harald.Gindra.MdA
"Uwe Witt","478590368968433",WittUw
"Georg Nelius","1651048811823049",georg.nelius.spd
Hillgriet Eilers,"740337629369501",hillgriet.eilers.fdp
Sanne Kurz,"1982966085252718",sannekurz.mdl
Aydan Özoguz,"314261885329155",AydanOezoguz
,,franzimariarath
Bettina Stark-Watzinger,"468408573213289",bettina.starkwa
Andreas Gehlmann,"1371345502971602",afdgehlmann
Kirsten Kappert-Gonther,"234233933684975",KappertGonther
Lars Rohwer,"2312246595760915",lars.rohwer.politik
Elisabeth Kula,"121186698360818",ElisabethKulaLinke
,,franz.bergmuller.1
Franziska Baum,"282866942426196",fdpbaum
Uli Freese,"550158624995406",ulifreese
Ulle Schauws,"386377278159647",ulleschauwsmdb
Dana Guth - ,"257112034782869",Dana.Guth.MdL
"Rüdiger Lucassen","1237818033002038",ruedigerlucassenmdb
Hans-Joachim Fuchtel,"125061526477",HansJoachimFuchtel
,,olli.ulli.1
,,christina.haubrich.547
Sabine Tippelt,"1626970397337128",Tippelt.Sabine
Norbert Römer,"383973038288214",norbertroemer
Moritz Promny,"459350331137427",MoritzPromnyFDP
Alexander Funk,"513032565431680",AlexFunkMdL
Gabriele Katzmarek,"315850548515268",GabrieleKatzmarek
"Detlev Spangenberg","1782074918701730",DetlevSpangenberg
Karl-Heinz Bley,"273256966075100",KarlHeinzBleyMdL
,,yvonne.aver
Oliver Kumbartzky,"165623103465634",oliver.kumbartzky
,,jurgen.berghahn.3
Mazlum koc,"2289369594667062",Mazlum koc
Wilfried Oellers,"480535868644583",WilfriedOellers.CDU
,,kirsten.luhmann
Geert Mackenroth,"130382377666336",mackenrothgeert
Tobias von Pein,"159229757509696",tobiasvonpein
Rainer Bovermann,"622603501241942",rainer.bovermann
"Hanna Naber","1378268562239720",hannanaberspd
Karsten Hilse,"358099231236311",Karsten.Hilse.Politiker
,,lars.kuppi
Ernst-Wilhelm Rahe,"366085930092101",ewi.rahe
Roland Heintze,"751240091655625",roland.heintze
"Jörg Schneider","1554948097909429",JoergSchneiderMdB
Hans Hinrich Neve,"1345528182159383",NeveHansHinrich
"Gordan Dudas, Landtagsabgeordneter","284816708254190",GordanDudas
,,ute.bergner.10
,,eberhard.brecht.7
Sylvia Pantel,"640875249313244",sylviapantelmdb
Birgit Bessin,"272503402909141",birgitbessin
,,timo.schreyer.79
,,rolf.kahnt.7
,,patrick.sensburg
Detlev Pilger,"370248632997656",DetlevPilger
"Gero Storjohann","99030159508",g.storjohann
Burkhard Jasper,"426727240706068",DerLandtagsabgeordnetefuerOsnabrueck
Gulfam Malik,"135362773195283",gulfammalikspd
,,martina.renner67
Roland Wöller,"551002695238431",RolandWoeller
,,florian.siekmann.161
,,gerbsen1
Mario Kumpf,"2282802868643698",Mario Kumpf
Alexandra Hiersemann,"1848713238696837",alexandra.hiersemann.spd
,,ludwig.scheetz
Friedrich Ostendorff,"273747032417",Friedrich Ostendorff
Oliver Kaczmarek,"1560487410667957",OliverKaczmarekMdB
Norbert Müller,"185185478353375",norbert.mueller.dielinke
Britta Haßelmann,"230695653794643",britta.hasselmann
"Imke Byl","174852906393275",ImkeByl
Wolfram Günther,"322133374647827",wolframguenther.gruene
,,rudolf.henke
Helge Limburg,"1110372162365894",limburg.helge
Christian Lange,"1413508688910212",langespd
Barbara Richstein,"137621322937937",brichstein1
Josef Hovenjürgen,"212567018874653",JosefHovenjuergen
Landtagsabgeordnete Martina Braun,"1664962947072526",martinabraunmdl
Uli Grötsch,"199480603522909",uli.groetsch
Dieter Laudenbach,"564200980609283",dieter.laudenbach.afd
Martina Jost,"2209817855715991",MartinaJostAfD
Josha Frey,"139410736082477",JoshaFreyMdL
