Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Peter Lerch",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Dirk Lerche",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Dr. Silke Lesemann",SPD,weiblich,SilkeLesemann,290080161,"Niedersächsischer Landtag"
"Eva Lettenbauer","Bündnis 90/Die Grünen",weiblich,EvaLettenbauer,1712753864,"Bayerischer Landtag"
"Michael Gerhard Leutert","DIE LINKE",männlich,michaelleutert,93612750,Bundestag
"Torsten Leveringhaus","Bündnis 90/Die Grünen",männlich,torleveringhaus,122917511,"Hessischer Landtag"
"Roger Lewentz",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Antje Lezius",CDU,weiblich,,,Bundestag
"Andreas Lichert",AfD,männlich,andreaslichert,770959228450340865,"Hessischer Landtag"
"Alexander Licht",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Kerstin Liebelt",SPD,weiblich,,,"Niedersächsischer Landtag"
"Dr. Dörte Liebetruth",SPD,weiblich,DLiebetruth,772515060463898624,"Niedersächsischer Landtag"
"Stefan Liebich","DIE LINKE",männlich,berlinliebich,1065899292,Bundestag
"Lutz Liebscher",SPD,männlich,jena_lutz,1152196969915396096,"Thüringer Landtag"
"Ulrike Liedtke",SPD,weiblich,,,"Landtag Brandenburg"
"Harry Lienau",CDU,männlich,,,"Landtag Sachsen-Anhalt"
"Lutz Lienenkämper",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Olaf Lies",SPD,männlich,OlafLies,20941314,"Niedersächsischer Landtag"
"Matthias Lieschke",AfD,männlich,AfD_Lieschke,776445480171560960,"Landtag Sachsen-Anhalt"
"Peter Liese",CDU,männlich,peterliese,42590805,EU-Parlament
"Peter Lilienthal",AfD,männlich,LilienthalPeer,1016664496365101056,"Niedersächsischer Landtag"
"Helge Limburg","Bündnis 90/Die Grünen",männlich,Helge_Limburg,63687144,"Niedersächsischer Landtag"
"Sylvia Limmer",AfD,weiblich,,,EU-Parlament
"Gunnar Lindemann",AfD,männlich,AfDLindemann,743119080421490688,"Abgeordnetenhaus von Berlin"
"Helge Lindh",SPD,männlich,helgelindh,454981027,Bundestag
"Andrea Lindholz",CSU,weiblich,andrealindholz,1446031532,Bundestag
"Andrea Lindlohr","Bündnis 90/Die Grünen",weiblich,alindlohr,60145890,"Landtag von Baden-Württemberg"
"Christian Lindner",FDP,männlich,c_lindner,122104353,Bundestag
"Dr. Tobias Lindner","Bündnis 90/Die Grünen",männlich,tobiaslindner,21197524,Bundestag
"Michael Georg Link",FDP,männlich,michael_g_link,3034092143,Bundestag
"Dr. Carsten Linnemann",CDU,männlich,,,Bundestag
"Norbert Lins",CDU,männlich,,,EU-Parlament
"Thomas Lippmann","DIE LINKE",männlich,,,"Landtag Sachsen-Anhalt"
"Valentin Lippmann","Bündnis 90/Die Grünen",männlich,VaLippmann,22483510,"Sächsischer Landtag"
"Patricia Lips",CDU,weiblich,,,Bundestag
"Egbert Liskow",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Franz-Robert Liskow",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Nikolas Löbel",CDU,männlich,NikolasLoebel,143351769,Bundestag
"Angelika Löber",SPD,weiblich,,,"Hessischer Landtag"
"Carsten Löcker",SPD,männlich,carsten_loecker,715487735989940224,"Landtag Nordrhein-Westfalen"
"Jan Löffler",CDU,männlich,jan_mdl,928979345808482304,"Sächsischer Landtag"
"Karin Logemann",SPD,weiblich,,,"Niedersächsischer Landtag"
"Uwe Lohmann",SPD,männlich,uwelohmann,148400372,"Hamburgische Bürgerschaft"
"Damian Lohr",AfD,männlich,Damian_Lohr,2278383500,"Landtag Rheinland-Pfalz"
"Stephanie Lohr",CDU,weiblich,,,"Landtag Rheinland-Pfalz"
"Petra Loibl",CSU,weiblich,,,"Bayerischer Landtag"
"Bernhard Loos",CSU,männlich,,,Bundestag
"Christian Loose",AfD,männlich,Loose_AfD,2688079904,"Landtag Nordrhein-Westfalen"
"Tobias Loose",CDU,männlich,TobiasLoose,4861233617,"Schleswig-Holsteinischer Landtag"
"Siegfried Lorek",CDU,männlich,siegfriedlorek,190595695,"Landtag von Baden-Württemberg"
"Dominik Lorenzen","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Frank Lortz",CDU,männlich,,,"Hessischer Landtag"
"Alexander Lorz",CDU,männlich,,,"Hessischer Landtag"
"Brigitte Lösch","Bündnis 90/Die Grünen",weiblich,brigitte_loesch,115179852,"Landtag von Baden-Württemberg"
"Thomas Löser","Bündnis 90/Die Grünen",männlich,,,"Sächsischer Landtag"
"Claudia Loss",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Hannes Loth",AfD,männlich,Hobi99,249117089,"Landtag Sachsen-Anhalt"
"Bodo Löttgen",CDU,männlich,bodoloettgen,24670422,"Landtag Nordrhein-Westfalen"
"Oliver Lottke",SPD,männlich,,,"Niedersächsischer Landtag"
"Heinz Lotz",SPD,männlich,Heinz_Lotz,845386093,"Hessischer Landtag"
"Dr. Gesine Lötzsch","DIE LINKE",weiblich,loetzschmdb,24178198,Bundestag
"Stefan Löw",AfD,männlich,,,"Bayerischer Landtag"
"Marco Lübke",CDU,männlich,luebkemarco,787634662399152128,"Bremische Bürgerschaft"
"Hans-Rüdiger Lucassen",AfD,männlich,buerger2016,4875914470,Bundestag
"Manfred Lucha","Bündnis 90/Die Grünen",männlich,mannelucha,239097889,"Landtag von Baden-Württemberg"
"Angela Lück",SPD,weiblich,ALueckMdL,816216216662589440,"Landtag Nordrhein-Westfalen"
"Dr. Jan-Marco Luczak",CDU,männlich,JM_Luczak,22908417,Bundestag
"Cornelia Lüddemann","Bündnis 90/Die Grünen",weiblich,Connylue,56649516,"Landtag Sachsen-Anhalt"
"Nadja Lüders",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Daniela Ludwig",CSU,weiblich,,,Bundestag
"Michael Ludwig",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Nicole Ludwig","Bündnis 90/Die Grünen",weiblich,LudwigNicole,55550586,"Abgeordnetenhaus von Berlin"
"Rainer Ludwig","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Saskia Ludwig",CDU,weiblich,SaskiaLudwig17,472261226,"Landtag Brandenburg"
"Saskia Ludwig",CDU,weiblich,SaskiaLudwig17,472261226,Bundestag
"Kirsten Lühmann",SPD,weiblich,kirstenluehmann,23142957,Bundestag
"Ute Lukasch","DIE LINKE",weiblich,ULukasch,1026419383378341888,"Thüringer Landtag"
"Gudrun Lukin","DIE LINKE",weiblich,gudrunlukin,271383045,"Thüringer Landtag"
"Oliver Luksic",FDP,männlich,olliluksic,21144568,Bundestag
"Ulrich Lupart",AfD,männlich,,,"Sächsischer Landtag"
"Marc Lürbke",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Marcel Luthe",FDP,männlich,,,"Abgeordnetenhaus von Berlin"
"Björn Lüttmann",SPD,weiblich,,,"Landtag Brandenburg"
"Thomas Lutze","DIE LINKE",männlich,thlutze,3667108397,Bundestag
"Benedikt Lux","Bündnis 90/Die Grünen",männlich,bene_lux,19318475,"Abgeordnetenhaus von Berlin"
"Eva Lux",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Hardy Lux",SPD,männlich,,,"Landtag Brandenburg"
"Bernd Lynack",SPD,männlich,,,"Niedersächsischer Landtag"
"Karin Maag",CDU,weiblich,,,Bundestag
"Heiko Josef Maas",SPD,männlich,heikomaas,24158261,Bundestag
"Tanja Machalet",SPD,weiblich,TMachalet,23340320,"Landtag Rheinland-Pfalz"
"Winfried Mack",CDU,männlich,Winfried_Mack,182028317,"Landtag von Baden-Württemberg"
"Geert Mackenroth",CDU,männlich,geertmackenroth,34577535,"Sächsischer Landtag"
"Isabel Mackensen",SPD,weiblich,,,Bundestag
"Dr. Dennis Maelzer",SPD,männlich,Dennis_Maelzer,92619818,"Landtag Nordrhein-Westfalen"
"Roland Magerl",AfD,männlich,Roland_Magerl,1101389056070615040,"Bayerischer Landtag"
"Frank Magnitz",AfD,männlich,Frank_Magnitz,940532615177752576,"Bremische Bürgerschaft"
"Frank Rüdiger Heinrich Magnitz",AfD,männlich,,,Bundestag
"Yvonne Magwas",CDU,weiblich,yvonnemagwas,3852561082,Bundestag
"Claudia Maicher","Bündnis 90/Die Grünen",weiblich,ClaudiaMaicher,236571835,"Sächsischer Landtag"
"Alexander Maier","Bündnis 90/Die Grünen",männlich,allworldisgreen,614593236,"Landtag von Baden-Württemberg"
"Christoph Maier",AfD,männlich,MdLMaier,1122160535661961216,"Bayerischer Landtag"
"Georg Maier",SPD,männlich,GeorgMaier8,941228208241987584,"Thüringer Landtag"
"Jens Maier",AfD,männlich,JensMaierAfD,916639458409242624,Bundestag
"Prof. Dr. Lothar Maier",AfD,männlich,ProfMaier,824210890354520064,Bundestag
"Gulfam Malik",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Iftikhar Malik",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Dr. Birgit Malsack-Winkemann",AfD,weiblich,,,Bundestag
"Marcus Malsch",CDU,männlich,,,"Thüringer Landtag"
"Gisela Manderla",CDU,weiblich,ManderlaGisela,1095781218,Bundestag
"Ferdinand Mang",AfD,männlich,,,"Bayerischer Landtag"
"Christian Mangen",FDP,männlich,ChristianMangen,29978912,"Landtag Nordrhein-Westfalen"
"Holger Mann",SPD,männlich,HolgerMannLE,615488350,"Sächsischer Landtag"
"Dr. Astrid Mannes",CDU,weiblich,,,Bundestag
"Gerd Mannes",AfD,männlich,GerdMannesAfD,983697909270155264,"Bayerischer Landtag"
"Till Berthold Mansmann",FDP,männlich,TillMansmann,954049866283483136,Bundestag
"Matthias Manthei",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Jörg Markert",CDU,männlich,,,"Sächsischer Landtag"
"Caren Marks",SPD,weiblich,,,Bundestag
"Helmut Markwort",FDP,männlich,,,"Bayerischer Landtag"
"Erik Marquardt","Bündnis 90/Die Grünen",männlich,ErikMarquardt,149441850,EU-Parlament
"Matern Marschall von Bieberstein",CDU,weiblich,,,Bundestag
"Dr. Jürgen Andreas Michael Martens",FDP,männlich,,,Bundestag
"Kirsten Martens",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Claudia Martin",AfD,weiblich,,,"Landtag von Baden-Württemberg"
"Dorothee Martin",SPD,weiblich,Doro_Martin,241008237,Bundestag
"Felix Martin","Bündnis 90/Die Grünen",männlich,FexMartin,1658227838,"Hessischer Landtag"
"Helmut Martin",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Thomas Marwein","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Dorothea Marx",SPD,weiblich,marx2009,26464235,"Thüringer Landtag"
"Katja Mast",SPD,weiblich,,,Bundestag
"Rainer Matheisen",FDP,männlich,RainerMatheisen,15996968,"Landtag Nordrhein-Westfalen"
"Christoph Matschie",SPD,männlich,matschie,19286748,Bundestag
"Andreas Mattfeldt",CDU,männlich,AMattfeldt,23447001,Bundestag
"Hildegard Mattheis",SPD,weiblich,hildemattheis,115614153,Bundestag
"Katja Maurer","DIE LINKE",weiblich,,,"Thüringer Landtag"
"Daniel May","Bündnis 90/Die Grünen",männlich,daniel_may_kb,83325722,"Hessischer Landtag"
"Norbert Mayer",AfD,männlich,,,"Sächsischer Landtag"
"Stephan Mayer",CSU,männlich,,,Bundestag
"David Mcallister",CDU,männlich,davidmcallister,17621447,EU-Parlament
"Fabian Mehring","Freie Wähler",männlich,fabianmehring,1173704882269896704,"Bayerischer Landtag"
"Katja Meier","Bündnis 90/Die Grünen",weiblich,Ka_Meier,3672506723,"Sächsischer Landtag"
"Pascal Meiser","DIE LINKE",männlich,pascalmeiser,314534724,Bundestag
"Beate Meißner",CDU,weiblich,,,"Thüringer Landtag"
"Dr. Michael Günther Meister",CDU,männlich,meister_schafft,34214048,Bundestag
"Olaf Meister","Bündnis 90/Die Grünen",männlich,olaf_meister,79706063,"Landtag Sachsen-Anhalt"
"Sibylle Meister",FDP,weiblich,,,"Abgeordnetenhaus von Berlin"
"Christin Melcher","Bündnis 90/Die Grünen",weiblich,,,"Sächsischer Landtag"
"Heiko Melzer",CDU,männlich,HeikoMelzer,19910851,"Abgeordnetenhaus von Berlin"
"Susanne Menge","Bündnis 90/Die Grünen",weiblich,,,"Niedersächsischer Landtag"
"Beate Merk",CSU,weiblich,BeateMerk1,820648637566947328,"Bayerischer Landtag"
"Dr. Angela Dorothea Merkel",CDU,weiblich,,,Bundestag
"Antonia Mertsching","DIE LINKE",weiblich,,,"Sächsischer Landtag"
"Dr. Heiner Merz",AfD,männlich,heinermerz,881923931992711168,"Landtag von Baden-Württemberg"
"Jan Metzler",CDU,männlich,janmetzler,995653004,Bundestag
"Kerstin Metzner",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Elfriede Meurer",CDU,weiblich,ElfriedeMeurer,902486486,"Landtag Rheinland-Pfalz"
"Jörg Meuthen",AfD,männlich,Joerg_Meuthen,710201540116652033,EU-Parlament
"Anette Meyer zu Strohen",CDU,weiblich,,,"Niedersächsischer Landtag"
"Christian Meyer","Bündnis 90/Die Grünen",männlich,GruenMeyer,856182356,"Niedersächsischer Landtag"
"Christoph Meyer",FDP,männlich,ChristophFDP,861992050358616064,Bundestag
"Flemming Meyer","Südschleswigscher Wählerverband",männlich,,,"Schleswig-Holsteinischer Landtag"
"Ruth Meyer",CDU,weiblich,,,"Landtag des Saarlandes"
"Stephan Meyer",CDU,männlich,MeyerSt,57908908,"Sächsischer Landtag"
"Volker Meyer",CDU,männlich,,,"Niedersächsischer Landtag"
"Carsten Meyer-Heder",CDU,männlich,,,"Bremische Bürgerschaft"
"Markus Meysner",CDU,männlich,MMeysner,1413786800,"Hessischer Landtag"
"Corinna Miazga",AfD,weiblich,CorinnaMiazga,868762469115846657,Bundestag
"Martin Michalik",CDU,männlich,,,"Bremische Bürgerschaft"
"Dr. h. c. Hans Georg Michelbach",CSU,männlich,hans_michelbach,824221646290616321,Bundestag
"Martina Michels","DIE LINKE",weiblich,martina_michels,3292756634,EU-Parlament
"Dr. Mathias Middelberg",CDU,männlich,,,Bundestag
"Bodo Middeldorf",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Serpil Midyatli",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Bärbl Mielich","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Dr. Matthias Miersch",SPD,männlich,,,Bundestag
"Mario Mieruch","Die Blaue Partei",männlich,MieruchMario,932931561015730176,Bundestag
"Axel Miesner",CDU,männlich,Axel_Miesner,17594868,"Niedersächsischer Landtag"
"Irene Mihalic","Bündnis 90/Die Grünen",weiblich,irenemihalic,143000381,Bundestag
"Aloysius Mikwauschk",CDU,männlich,,,"Sächsischer Landtag"
"Timo Mildau",CDU,männlich,TimoMildau,49443395,"Landtag des Saarlandes"
"Klaus Mindrup",SPD,männlich,klausmindrup,845282647261761536,Bundestag
"Benjamin Miskowitsch",CSU,männlich,Bmiskowitsch,200512312,"Bayerischer Landtag"
"Jürgen Mistol","Bündnis 90/Die Grünen",männlich,JuergenMistol,748111186781155329,"Bayerischer Landtag"
"Martin Mittag",CSU,männlich,,,"Bayerischer Landtag"
"Susanne Mittag",SPD,weiblich,susanne_mittag,939034891,Bundestag
"Katja Mitteldorf","DIE LINKE",weiblich,,,"Thüringer Landtag"
"Willi Mittelstädt",AfD,männlich,,,"Landtag Sachsen-Anhalt"
"Johanne Modder",SPD,weiblich,jmodder,42184132,"Niedersächsischer Landtag"
"Martin Modschiedler",CDU,männlich,,,"Sächsischer Landtag"
"Amira Mohamed Ali","DIE LINKE",weiblich,,,Bundestag
"Matthias Möhle",SPD,männlich,,,"Niedersächsischer Landtag"
"Vanessa Mohnke",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Herbert Mohr",AfD,männlich,,,"Abgeordnetenhaus von Berlin"
"Alexander Mohrenberg",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Cornelia Möhring","DIE LINKE",weiblich,conni_moehring,2596171296,Bundestag
"Mike Mohring",CDU,männlich,MikeMohring,1041930259,"Thüringer Landtag"
"Dr. Marco Mohrmann",CDU,männlich,MarcoMohrmann,2232753066,"Niedersächsischer Landtag"
"Falko Mohrs",SPD,männlich,falkomohrs,79228932,Bundestag
"Zohra Mojadeddi","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Claudia Moll",SPD,weiblich,,,Bundestag
"Christa Möller- Metzger","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Siemtje Möller",SPD,weiblich,SiemtjeMoeller,912243750809817089,Bundestag
"Stefan Möller",AfD,männlich,MoellerAfD,2888444559,"Thüringer Landtag"
"Wilko Möller",AfD,männlich,Wilko_Moeller,888151168765100034,"Landtag Brandenburg"
"Hep Monatzeder","Bündnis 90/Die Grünen",männlich,,,"Bayerischer Landtag"
"Dietrich Monstadt",CDU,männlich,,,Bundestag
"Robert-Martin Montag",FDP,männlich,,,"Thüringer Landtag"
"Karsten Möring",CDU,männlich,karstenmoering,1099159964,Bundestag
"Arne Moritz",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Harald Moritz","Bündnis 90/Die Grünen",weiblich,Harald_Moritz,1527522012,"Abgeordnetenhaus von Berlin"
"Ronald Mormann",SPD,männlich,,,"Landtag Sachsen-Anhalt"
"Mehrdad Mostofizadeh","Bündnis 90/Die Grünen",männlich,mostofiz,1222203972,"Landtag Nordrhein-Westfalen"
"Elisabeth Charlotte Motschmann",CDU,weiblich,,,Bundestag
"Niema Movassat","DIE LINKE",männlich,niemamovassat,111054843,Bundestag
"Andreas Mrosek",AfD,männlich,mrosek1958,2618890032,Bundestag
"Ralf Mucha",SPD,männlich,ralfmucha,2966339177,"Landtag Mecklenburg-Vorpommern"
"Ringo Mühlmann",AfD,männlich,,,"Thüringer Landtag"
"Alexander Müller",FDP,männlich,,,Bundestag
"Anja Müller","DIE LINKE",weiblich,linkeanja,60985121,"Thüringer Landtag"
"Axel Müller",CDU,männlich,,,Bundestag
"Bettina Müller",SPD,weiblich,betmueller,2443895924,Bundestag
"Carsten Müller",CDU,männlich,carstenmuellers,53945479,Bundestag
"Claudia Müller","Bündnis 90/Die Grünen",weiblich,gruenclaudia,937403112,Bundestag
"Detlef Müller",SPD,männlich,muellerchemnitz,784760007275515904,Bundestag
"Dr. Gerhard (Gerd) Müller",CSU,männlich,,,Bundestag
"Farid Müller","Bündnis 90/Die Grünen",männlich,FaridMueller,16221950,"Hamburgische Bürgerschaft"
"Frank Müller",SPD,männlich,frank_mueller,22128546,"Landtag Nordrhein-Westfalen"
"Hansjörg Gerhard Georg Müller",AfD,männlich,,,Bundestag
"Hans-Jürgen Müller","Bündnis 90/Die Grünen",männlich,,,"Hessischer Landtag"
"Hecker Müller",AfD,männlich,,,"Landtag des Saarlandes"
"Henrike Müller",Grünen,männlich,MullerHenrike,774280868064030720,"Bremische Bürgerschaft"
"Ivy May Müller","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Jörg Michael Müller",CDU,männlich,,,"Hessischer Landtag"
"Karin Müller","Bündnis 90/Die Grünen",weiblich,karinmuellermdl,992733796016578560,"Hessischer Landtag"
"Maurice Müller",Grünen,männlich,mauricebmueller,2529900637,"Bremische Bürgerschaft"
"Michael Müller",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Norbert Müller","DIE LINKE",männlich,norbert_mdb,4265444913,Bundestag
"Olaf Müller","Bündnis 90/Die Grünen",männlich,OMueller_Jena,1456839854,"Thüringer Landtag"
"Ralph Müller",AfD,männlich,,,"Bayerischer Landtag"
"Regine Müller",SPD,weiblich,,,"Hessischer Landtag"
"Ruth Müller",SPD,weiblich,RuthMuellerSPD,,"Bayerischer Landtag"
"Sepp Müller",CDU,männlich,mueller_sepp,801803127762669568,Bundestag
"Stefan (Hessen) Müller",FDP,männlich,fdp_mueller,119048840,"Hessischer Landtag"
"Stefan (MdB) Müller",CSU,männlich,smuellermdb,17960911,Bundestag
"Ulrike Müller","Freie Wähler",weiblich,UliMuellerMdEP,612717643,EU-Parlament
"Roman Müller-Böhm",FDP,männlich,muellerboehm,2373251115,Bundestag
"Beate Müller-Gemmeke","Bündnis 90/Die Grünen",weiblich,gruenebeate,53426644,Bundestag
"Petra Müller-Klepper",CDU,weiblich,,,"Hessischer Landtag"
"Franziska Müller-Rech",FDP,weiblich,mue_re,3307929051,"Landtag Nordrhein-Westfalen"
"Frank Müller-Rosentritt",FDP,männlich,theliberalfrank,984048002967982080,Bundestag
"Elisabeth Müller-Witt",SPD,weiblich,MuellerWitt_MdL,831447556987166721,"Landtag Nordrhein-Westfalen"
"Daniel Münschke",AfD,männlich,,,"Landtag Brandenburg"
"Michelle Müntefering",SPD,weiblich,Mi_Muentefering,947740210036641793,Bundestag
"Volker Münz",AfD,männlich,,,Bundestag
"Sebastian Münzenmaier",AfD,männlich,s_muenzenmaier,863657874941255684,Bundestag
"Dr. Bernd Murschel","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Sami Musa",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Alexander Muthmann",FDP,männlich,,,"Bayerischer Landtag"
"Dr. Rolf Mützenich",SPD,männlich,,,Bundestag
"Kathleen Muxel",AfD,weiblich,KathleenMuxel,974867026006151169,"Landtag Brandenburg"
"Stefan Naas",FDP,männlich,stefannaas_fdp,954392398343430144,"Hessischer Landtag"
"Hanna Judith Naber",SPD,weiblich,HannaNaber,2787128656,"Niedersächsischer Landtag"
"Dr. Stefan Nacke",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Jens Nacke",CDU,männlich,,,"Niedersächsischer Landtag"
"Juliane Nagel","DIE LINKE",weiblich,luna_le,82626630,"Sächsischer Landtag"
"Zaklin Nastic","DIE LINKE",weiblich,ZaklinNastic,2527808433,Bundestag
"Georg  Nelius",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Michail Nelken","DIE LINKE",männlich,nelken_berlin,732261533556850689,"Abgeordnetenhaus von Berlin"
"Paul Nemeth",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Frank Neppe",Sonstige,männlich,"split expects 2 strings, or 1 string and 1 regex, followed by an optional boolean",,"Landtag Nordrhein-Westfalen"
"Kay Nerstheimer",Sonstige,männlich,freekolja,2530965517,"Abgeordnetenhaus von Berlin"
"Ingrid Nestle","Bündnis 90/Die Grünen",weiblich,ingrid_nestle,44359035,Bundestag
"Jens-Peter Nettekoven",CDU,männlich,NettekovenJens,740460717862727680,"Landtag Nordrhein-Westfalen"
"Dr. Alexander Neu","DIE LINKE",männlich,alexandersneu,1182878557,Bundestag
"Ralf Neubauer",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Dieter Neuendorf",AfD,männlich,,,"Abgeordnetenhaus von Berlin"
"Luise Neuhaus-Wartenberg","DIE LINKE",weiblich,LuiseNeuhaus,898306712,"Sächsischer Landtag"
"Dagmar Neukirch",SPD,weiblich,dagmarneukirch,326167954,"Sächsischer Landtag"
"Christine Neumann",CDU,weiblich,,,"Landtag von Baden-Württemberg"
"Christoph Neumann",AfD,männlich,Neumann_AfD,760188355615293440,Bundestag
"Hannah Neumann","Bündnis 90/Die Grünen",weiblich,HNeumannMEP,828566340365643776,EU-Parlament
"Josef Neumann",SPD,männlich,JosefSPD,123270642,"Landtag Nordrhein-Westfalen"
"Prof. Dr. Martin Neumann",FDP,männlich,,,Bundestag
"Silvia Neumeyer",CDU,weiblich,,,"Bremische Bürgerschaft"
"Norbert Neuser",SPD,männlich,,,EU-Parlament
"Hans Hinrich Neve",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Dr. Andreas Nick",CDU,männlich,drandreasnick,49450039,Bundestag
"Ilona Nicklisch",Sonstige,weiblich,,,"Landtag Brandenburg"
"Petra Nicolaisen",CDU,weiblich,,,Bundestag
"Kerstin Nicolaus",CDU,weiblich,,,"Sächsischer Landtag"
"Angelika Niebler",CSU,weiblich,ANiebler,886420428,EU-Parlament
"Ralf Niedmers",CDU,männlich,,,"Hamburgische Bürgerschaft"
"Iris Nieland",AfD,weiblich,,,"Landtag Rheinland-Pfalz"
"Volker Nielsen",CDU,männlich,,,"Schleswig-Holsteinischer Landtag"
"Jutta Niemann","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Niklas Nienaß","Bündnis 90/Die Grünen",männlich,nnienass,147947516,EU-Parlament
"Norbert Nieszery",SPD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Dietmar Nietan",SPD,männlich,,,Bundestag
Niewerth-Baumann,CDU,männlich,,,"Niedersächsischer Landtag"
"Ulrike Nissen",SPD,weiblich,ullinissen,382044198,Bundestag
"Andreas Noack",SPD,männlich,,,"Landtag Brandenburg"
"Jörg Nobis",AfD,männlich,Joerg_Nobis_AfD,788158925740838913,"Schleswig-Holsteinischer Landtag"
"Dirk Nockemann",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Maria Noichl",SPD,weiblich,MariaNoichl,1070701588598218752,EU-Parlament
"Matthias Nölke",FDP,männlich,Matthiasnoelke,800823849252229121,Bundestag
"Michaela Noll",CDU,weiblich,,,Bundestag
"Jan Ralf Nolte",AfD,männlich,,,Bundestag
"Dr. Ralf Nolten",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Thomas Hans Nord","DIE LINKE",männlich,nordmdb,1421571306,Bundestag
"Hans Jürgen Noss",SPD,männlich,hjnoss,21295584,"Landtag Rheinland-Pfalz"
"Volker Nothing",AfD,männlich,,,"Landtag Brandenburg"
"Omid Nouripour","Bündnis 90/Die Grünen",männlich,nouripour,16674128,Bundestag
"Andreas Nowak",CDU,männlich,Andreas_Nowak14,2828036595,"Sächsischer Landtag"
"Thomas Nückel",FDP,männlich,ThomasNueckel,3072215341,"Landtag Nordrhein-Westfalen"
"Andrea Nunne","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Walter Nussel",CSU,männlich,,,"Bayerischer Landtag"
"Dr. Georg Nüßlein",CSU,männlich,,,Bundestag
"Bert Obereiner",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Volker Oberhausen",CDU,männlich,,,"Landtag des Saarlandes"
"Jens Oberhoffner",AfD,männlich,,,"Sächsischer Landtag"
"Bernhard Ulrich Oehme",AfD,männlich,Oehmeulrich,829731236503494656,Bundestag
"Britta Oellers",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Wilfried Oellers",CDU,männlich,wilfriedoellers,906847944,Bundestag
"Frank Oesterhelweg",CDU,männlich,,,"Niedersächsischer Landtag"
"Jan-Christoph Oetjen",FDP,männlich,jcoetjen,370708213,EU-Parlament
"Stephan Oetzinger",CSU,männlich,,,"Bayerischer Landtag"
"Christel Oldenburg",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Simone Oldenburg","DIE LINKE",weiblich,SimoneOldenburg,746790804509831168,"Landtag Mecklenburg-Vorpommern"
"Volker Olenicak",AfD,männlich,VolkerOlenicak,757585889514164224,"Landtag Sachsen-Anhalt"
"Baris Önes",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Thomas Oppermann",SPD,männlich,thomasoppermann,293066780,Bundestag
"Dr. Marcus Optendrenk",CDU,männlich,MOptendrenk,955680390,"Landtag Nordrhein-Westfalen"
"Josephine Loulou Ortleb",SPD,weiblich,joloulou,21618829,Bundestag
"Verena Osgyan","Bündnis 90/Die Grünen",weiblich,Osgyan,78553121,"Bayerischer Landtag"
