Name,Fraktion,Geschlecht,Twitter_screen_name,Twitter_id,Parlament
"Ismail Tipi",CDU,männlich,Ismailtipi,282601459,"Hessischer Landtag"
"Sabine Tippelt",SPD,weiblich,,,"Niedersächsischer Landtag"
"Christian Tischner",CDU,männlich,Chr_Tischner,92029448,"Thüringer Landtag"
"Anjes Tjarks","Bündnis 90/Die Grünen",männlich,anjes_tjarks,4845563081,"Hamburgische Bürgerschaft"
"Sven Tode",SPD,männlich,sventode,238976464,"Hamburgische Bürgerschaft"
"Manfred Todtenhausen",FDP,männlich,mtodtenhausen,563706584,Bundestag
"Dirk Toepffer",CDU,männlich,DirkToepffer,538965148,"Niedersächsischer Landtag"
"Muhammet Tokmak",SPD,männlich,,,"Bremische Bürgerschaft"
"Anna Toman","Bündnis 90/Die Grünen",weiblich,,,"Bayerischer Landtag"
"Peter Tomaschko",CSU,männlich,PeterTomaschko,484755900,"Bayerischer Landtag"
"June Tomiak","Bündnis 90/Die Grünen",weiblich,junomaerz,2286683223,"Abgeordnetenhaus von Berlin"
"Dr. Florian Toncar",FDP,männlich,florian_toncar,17462171,Bundestag
"Markus Töns",SPD,männlich,toens_nrw04,3522875063,Bundestag
"Fatos Topac","Bündnis 90/Die Grünen",weiblich,topac_fatos,786874534100074497,"Abgeordnetenhaus von Berlin"
"Stephan Toscani",CDU,männlich,Stephan_Toscani,226945659,"Landtag des Saarlandes"
"Aminata Touré","Bündnis 90/Die Grünen",weiblich,aminajxx,715528989528485888,"Schleswig-Holsteinischer Landtag"
"Carsten Träger",SPD,männlich,CarstenTraeger,3577737256,Bundestag
"Peter Trapp",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Carolina Trautner",CSU,weiblich,,,"Bayerischer Landtag"
"Martin Trefzer",AfD,männlich,,,"Abgeordnetenhaus von Berlin"
"André Trepoll",CDU,männlich,,,"Hamburgische Bürgerschaft"
"Markus Stefan Tressel","Bündnis 90/Die Grünen",männlich,markustressel,2306519694,Bundestag
"Gabriele Triebel","Bündnis 90/Die Grünen",weiblich,GabrieleTriebel,1103674514251096064,"Bayerischer Landtag"
"Sven W. Tritschler",AfD,männlich,twittschler,136714528,"Landtag Nordrhein-Westfalen"
"Jürgen Trittin","Bündnis 90/Die Grünen",männlich,jtrittin,485751594,Bundestag
"Heike Troles",CDU,weiblich,TrolesHeike,816956918006743042,"Landtag Nordrhein-Westfalen"
"Andrea Tschacher",CDU,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Peter Tschentscher",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Valentina Tuchel",SPD,weiblich,,,"Bremische Bürgerschaft"
"Marco Tullner",CDU,männlich,MarcoTullner,76889057,"Landtag Sachsen-Anhalt"
"Cindi Tuncel","DIE LINKE",weiblich,,,"Bremische Bürgerschaft"
"Carsten Ubbelohde",AfD,männlich,UbbelohdeBerlin,753939278028238849,"Abgeordnetenhaus von Berlin"
"Markus Alexander Uhl",CDU,männlich,uhl_markus,1391875208,Bundestag
"Roland Ulbrich",AfD,männlich,,,"Sächsischer Landtag"
"Prof. Dr. Andrew Ullmann",FDP,männlich,UllmannFDP,609972369,Bundestag
"Oliver Ulloth",SPD,männlich,,,"Hessischer Landtag"
"Dr. Volker Michael Ullrich",CSU,männlich,volkerullrich,28446356,Bundestag
"Gerald Ullrich",FDP,männlich,,,Bundestag
"Alexander Ulrich","DIE LINKE",männlich,,,Bundestag
"Özlem Ünsal",SPD,männlich,,,"Schleswig-Holsteinischer Landtag"
"Christian Unterieser",CDU,männlich,,,"Landtag Nordrhein-Westfalen"
"Franz Untersteller","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Jonas Urbach",CDU,männlich,JonasUrbach,57968510,"Thüringer Landtag"
"Hans Urban","Bündnis 90/Die Grünen",männlich,,,"Bayerischer Landtag"
"Jörg Urban",AfD,männlich,Joerg_UrbanAfD,883259759385862145,"Sächsischer Landtag"
"Tobias Utter",CDU,männlich,utter_tobias,756584328382017536,"Hessischer Landtag"
"Yusuf Uzundag","Bündnis 90/Die Grünen",männlich,,,"Hamburgische Bürgerschaft"
"Arnold Vaatz",CDU,männlich,,,Bundestag
"Marc Vallendar",AfD,männlich,MVallendar,1870625390,"Abgeordnetenhaus von Berlin"
"Isabelle Vandre","DIE LINKE",weiblich,IsabelleVandre,1138479045857988609,"Landtag Brandenburg"
"Petra Vandrey","Bündnis 90/Die Grünen",weiblich,vandrey_petra,705882355311972352,"Abgeordnetenhaus von Berlin"
"Carola Veit",SPD,weiblich,carola_veit,16995339,"Hamburgische Bürgerschaft"
"Sabine Verheyen",CDU,weiblich,sabineverheyen,2606242467,EU-Parlament
"Dr. Julia Maria Kornelia Verlinden","Bündnis 90/Die Grünen",weiblich,julia_verlinden,1475734592,Bundestag
"Isabella Vértes-Schütter",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Joachim Veyhelman",CDU,männlich,,,"Hessischer Landtag"
"Péter Vida",Sonstige,männlich,,,"Landtag Brandenburg"
"Eva Viehoff","Bündnis 90/Die Grünen",weiblich,eva_viehoff,23039801,"Niedersächsischer Landtag"
"Kerstin Vieregge",CDU,weiblich,,,Bundestag
"Dr. Martin Vincentz",AfD,männlich,Vincentz_AfD,823956107370577922,"Landtag Nordrhein-Westfalen"
"Marco Voge",CDU,männlich,marcovoge,34859023,"Landtag Nordrhein-Westfalen"
"Axel Vogel","Bündnis 90/Die Grünen",männlich,,,"Landtag Brandenburg"
"Johannes Vogel",FDP,männlich,johannesvogel,15630931,Bundestag
"Kai Vogel",SPD,männlich,,,"Schleswig-Holsteinischer Landtag"
"Katrin Vogel",CDU,männlich,KatrinVogel,219627776,"Abgeordnetenhaus von Berlin"
"Nic Peter Vogel",AfD,männlich,NicVogel_AfD,3253929754,"Landtag Nordrhein-Westfalen"
"Steffen Vogel",CSU,männlich,,,"Bayerischer Landtag"
"Volkmar Vogel",CDU,männlich,,,Bundestag
"Jörg Vogelsänger",SPD,männlich,,,"Landtag Brandenburg"
"Kathrin Vogler","DIE LINKE",weiblich,voglerk,21287514,Bundestag
"Alexander Vogt",SPD,männlich,alexander_vogt,110945147,"Landtag Nordrhein-Westfalen"
"Christopher Vogt",FDP,männlich,c_vogt,20974131,"Schleswig-Holsteinischer Landtag"
"Petra Vogt",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Ute Vogt",SPD,weiblich,utevogt,106684561,Bundestag
"Bernd Vohl",AfD,männlich,VohlBernd,814622888640835584,"Hessischer Landtag"
"Mario Voigt",CDU,männlich,mariovoigt,24243468,"Thüringer Landtag"
"Sören Voigt",CDU,männlich,SoerenVoigt,1451346528,"Sächsischer Landtag"
"Eva-Maria Voigt-Küppers",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Klaus-Günther Voigtmann",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Marja-Liisa Völlers",SPD,weiblich,MarjaVoellers,1009457791554281473,Bundestag
"Thomas Vom Bruch",CDU,männlich,,,"Bremische Bürgerschaft"
"Dr. Michael von Abercron",CDU,männlich,mvabercron,862747349277450240,Bundestag
"Ann Christin von Allwörden",SPD,weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Georg-Ludwig Von Breitenbuch",CDU,männlich,,,"Sächsischer Landtag"
"Florian Von Brunn",SPD,männlich,FlorianvonBrunn,398248240,"Bayerischer Landtag"
"Viola von Cramon-Taubadel","Bündnis 90/Die Grünen",weiblich,ViolavonCramon,30507250,EU-Parlament
"Hans-Georg von der Marwitz",CDU,männlich,,,Bundestag
"Thomas Von Gizycki","Bündnis 90/Die Grünen",männlich,vongizycki,252098032,"Landtag Brandenburg"
"Wilhelm von Gottberg",AfD,männlich,,,Bundestag
"Ottmar von Holtz","Bündnis 90/Die Grünen",männlich,owvonholtz,2357675876,Bundestag
"Daniel Freiherr von Lützow",AfD,männlich,d_lutzow,802784988555079680,"Landtag Brandenburg"
"Dr. Konstantin von Notz","Bündnis 90/Die Grünen",männlich,konstantinnotz,17752770,Bundestag
"Beatrix von Storch",AfD,weiblich,beatrix_vstorch,805308596,Bundestag
"Anna von Treuenfels- Frowein",FDP,weiblich,AnnaVTreuenfels,1372267819,"Hamburgische Bürgerschaft"
"Dirk Vöpel",SPD,männlich,VoepelDirk,829029719941246978,Bundestag
"Axel Voss",CDU,männlich,AxelVossMdEP,246295381,EU-Parlament
"Bernd Voß","Bündnis 90/Die Grünen",männlich,,,"Schleswig-Holsteinischer Landtag"
"Margret Voßeler",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Klaus Voussem",CDU,männlich,voussem,102947307,"Landtag Nordrhein-Westfalen"
"Dr. Johann David Wadephul",CDU,männlich,JoWadephul,389682667,Bundestag
"Dr. Sahra Wagenknecht","DIE LINKE",weiblich,swagenknecht,47375691,Bundestag
"Martin Wagle",CSU,männlich,,,"Bayerischer Landtag"
"Marit Wagler","DIE LINKE",weiblich,,,"Thüringer Landtag"
"Andreas Wagner","DIE LINKE",männlich,,,Bundestag
"Daniela Wagner","Bündnis 90/Die Grünen",weiblich,danywagner_da,874917828436078592,Bundestag
"Falk Wagner",SPD,männlich,falkinjo_hb,1060841324373594112,"Bremische Bürgerschaft"
"Falk-Constantin Wagner",SPD,männlich,,,"Bremische Bürgerschaft"
"Frank Wagner",CDU,männlich,,,"Landtag des Saarlandes"
"Markus Wagner",AfD,männlich,Wagner_AfD_MdL,726815926205698050,"Landtag Nordrhein-Westfalen"
"Mathias Wagner","Bündnis 90/Die Grünen",männlich,MathiasWagner,19509745,"Hessischer Landtag"
"Michael Wagner",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Kathrin Wagner-Bockey",SPD,weiblich,,,"Schleswig-Holsteinischer Landtag"
"Ronny Wähner",CDU,männlich,,,"Sächsischer Landtag"
"Krzysztof Walczak",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Daniel Wald",AfD,männlich,MdlWald,1017236652727644161,"Landtag Sachsen-Anhalt"
"Tobias Wald",CDU,männlich,,,"Landtag von Baden-Württemberg"
"Jette Waldinger-Thiering","Südschleswigscher Wählerverband",weiblich,,,"Schleswig-Holsteinischer Landtag"
"Ruth Waldmann",SPD,weiblich,,,"Bayerischer Landtag"
"Wolfgang Waldmüller",CDU,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Gabriele Walger-Demolksky",AfD,weiblich,GWalgerDemolsky,1307536645,"Landtag Nordrhein-Westfalen"
"Raymond Walk",CDU,männlich,raymond_walk,874540143461511168,"Thüringer Landtag"
"Thekla Walker","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Astrid Wallmann",CDU,weiblich,AstridWallmann,1319314256,"Hessischer Landtag"
"Marion Walsmann",CDU,weiblich,MarionWalsmann,576234213,EU-Parlament
"Alexandra Walter",Sonstige,weiblich,,,"Hessischer Landtag"
"Jürgen Walter","Bündnis 90/Die Grünen",männlich,,,"Landtag von Baden-Württemberg"
"Sebastian (Berlin) Walter","Bündnis 90/Die Grünen",männlich,s_k_walter,293471099,"Abgeordnetenhaus von Berlin"
"Sebastian (Brandenburg) Walter","DIE LINKE",männlich,walter_linke,43942994,"Landtag Brandenburg"
"Nicole Walter-Mundt",CDU,weiblich,,,"Landtag Brandenburg"
"Beate Walter-Rosenheimer","Bündnis 90/Die Grünen",weiblich,beatewaro,47049428,Bundestag
"Katy Walther","Bündnis 90/Die Grünen",weiblich,,,"Hessischer Landtag"
"Marco Wanderwitz",CDU,männlich,wanderwitz,16361044,Bundestag
"Thomas Wansch",SPD,männlich,,,"Landtag Rheinland-Pfalz"
"Kurt Wansner",CDU,männlich,,,"Abgeordnetenhaus von Berlin"
"Kai Wargalla",Grünen,männlich,KaiWargalla,304543967,"Bremische Bürgerschaft"
"Nina Warken",CDU,weiblich,ninawarken,65413134,Bundestag
"Torsten Warnecke",SPD,männlich,,,"Hessischer Landtag"
"Michael Wäschenbach",CDU,männlich,mi_wae,3096416285,"Landtag Rheinland-Pfalz"
"Sabine Waschke",SPD,weiblich,,,"Hessischer Landtag"
"Gerhard Waschler",CSU,männlich,,,"Bayerischer Landtag"
"Ulrich Watermann",SPD,männlich,,,"Niedersächsischer Landtag"
"Annette Watermann-Krass",SPD,weiblich,WatermannKrass,719864534845038592,"Landtag Nordrhein-Westfalen"
"Sebastian Watermeier",SPD,männlich,SebWatermeier,299104551,"Landtag Nordrhein-Westfalen"
"Gabi Weber",SPD,weiblich,gabiweberspd,992808439,Bundestag
"Jonas Weber",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Manfred Weber",CSU,männlich,ManfredWeber,20399735,EU-Parlament
"Marco Weber",FDP,männlich,MarcoWeberEifel,226205388,"Landtag Rheinland-Pfalz"
"Ralph Weber",AfD,männlich,,,"Landtag Mecklenburg-Vorpommern"
"Stefan Weber",SPD,männlich,"split expects 2 strings, or 1 string and 1 regex, followed by an optional boolean",,"Schleswig-Holsteinischer Landtag"
"Sandra Weeser",FDP,weiblich,sandra_weeser,858362895075340288,Bundestag
"Bernd Wegner",CDU,männlich,,,"Landtag des Saarlandes"
"Kai Wegner",CDU,männlich,kaiwegner,39999872,Bundestag
"Dorothea Wehinger","Bündnis 90/Die Grünen",weiblich,,,"Landtag von Baden-Württemberg"
"Alice Weidel",AfD,weiblich,alice_weidel,833398209053605888,Bundestag
"Ernst Weidenbusch",CSU,männlich,Weidenbusch_E,152206341,"Bayerischer Landtag"
"Rolf Weigand",AfD,männlich,rolf_weigand,1153234968660905985,"Sächsischer Landtag"
"Sabine Weigand","Bündnis 90/Die Grünen",weiblich,,,"Bayerischer Landtag"
"Roland Weigert","Freie Wähler",männlich,rolandweigert,1201271099515899905,"Bayerischer Landtag"
"Weil Stephan",SPD,männlich,stephanweil,375618613,"Niedersächsischer Landtag"
"Adolf Weiland",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Albert Helmut Weiler",CDU,männlich,,,Bundestag
"Harald Weinberg","DIE LINKE",männlich,haraldweinberg,625642009,Bundestag
"Marcus Weinberg",CDU,männlich,marcusweinberg,884382990,Bundestag
"Thomas Weiner",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Joe Weingarten",SPD,männlich,DrJoeWeingarten,811960243353780226,Bundestag
"Nico Weinmann",FDP,männlich,,,"Landtag von Baden-Württemberg"
"Michael Weinreich",SPD,männlich,Michael21109,252813442,"Hamburgische Bürgerschaft"
"Dr. Boris  Weirauch",SPD,männlich,,,"Landtag von Baden-Württemberg"
"Dr. Anja Weisgerber",CSU,weiblich,anjaweisgerber,133770069,Bundestag
"Christoph Weiss",CDU,männlich,ChristophWeiss3,1696649372,"Bremische Bürgerschaft"
"Marius Weiß",SPD,männlich,mariusweiss,63459058,"Hessischer Landtag"
"Peter Siegfried Weiß",CDU,männlich,peterweissmdb,54202670,Bundestag
"Rüdiger Weiß",SPD,männlich,Ruediger_Weiss,953680001647480832,"Landtag Nordrhein-Westfalen"
"Sabine Katharina Weiss",CDU,weiblich,,,Bundestag
"Thorsten Weiß",AfD,männlich,WeissAfD,2815311985,"Abgeordnetenhaus von Berlin"
"Wolfgang Weiß","DIE LINKE",männlich,,,"Landtag Mecklenburg-Vorpommern"
"Christel Weißig",Fraktionslos,weiblich,,,"Landtag Mecklenburg-Vorpommern"
"Ingo Wellenreuther",CDU,männlich,wellenreuther,54535670,Bundestag
"Jessica Weller",CDU,weiblich,,,"Landtag Rheinland-Pfalz"
"Holger Welt",SPD,männlich,,,"Bremische Bürgerschaft"
"Philipp Weltzien","DIE LINKE",männlich,PhilippWeltzien,964949052411572224,"Thüringer Landtag"
"Simone Wendland",CDU,weiblich,nrw_sw2017,830011603202486272,"Landtag Nordrhein-Westfalen"
"André Wendt",AfD,männlich,AndreWendtMdL,918031895153299456,"Sächsischer Landtag"
"Marian Wendt",CDU,männlich,mdbwendt,2430137675,Bundestag
"Christina Weng",SPD,weiblich,,,"Landtag Nordrhein-Westfalen"
"Stefan Wenzel","Bündnis 90/Die Grünen",männlich,StefWenzel,61729247,"Niedersächsischer Landtag"
"Lasse Weritz",CDU,männlich,,,"Niedersächsischer Landtag"
"Heike Wermer",CDU,weiblich,Heike_Wermer,913317792342036480,"Landtag Nordrhein-Westfalen"
"Heike Werner","DIE LINKE",weiblich,Min_HeikeWerner,3197641246,"Thüringer Landtag"
"Katrin Werner","DIE LINKE",weiblich,katrin_werner,224630872,Bundestag
"Christine Wernicke",Sonstige,weiblich,,,"Landtag Brandenburg"
"Udo Wernitz",SPD,männlich,,,"Landtag Brandenburg"
"Dr. Thela Wernstedt",SPD,weiblich,,,"Niedersächsischer Landtag"
"Daniel Wesener","Bündnis 90/Die Grünen",männlich,dpwes,597460324,"Abgeordnetenhaus von Berlin"
"Markus Herbert Weske",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Clara West",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Nicole Westig",FDP,weiblich,,,Bundestag
"Editha Westmann",CDU,weiblich,,,"Niedersächsischer Landtag"
"Bernd Helmut Westphal",SPD,männlich,,,Bundestag
"Manuel Westphal",CSU,männlich,,,"Bayerischer Landtag"
"Prof. Dr. Harald Weyel",AfD,männlich,h_weyel,841412635270762496,Bundestag
"Kai Whittaker",CDU,männlich,Kai_Whittaker,2479436480,Bundestag
"Klaus Wichmann",AfD,männlich,,,"Niedersächsischer Landtag"
"Markus  Widenmeyer",AfD,männlich,,,"Landtag von Baden-Württemberg"
"Jutta Widmann","Freie Wähler",weiblich,,,"Bayerischer Landtag"
"Annette Widmann-Mauz",CDU,weiblich,awidmannmauz,3351905747,Bundestag
"Dagmar Wiedemann",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Wolfgang Wiehle",AfD,männlich,,,Bundestag
"Rainer Wieland",CDU,männlich,,,EU-Parlament
"Ralf Wieland",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Dirk Wiese",SPD,männlich,dirkwiese4,815469233090023424,Bundestag
"Franz Wiese",AfD,männlich,WieseFranz,4218298456,"Landtag Brandenburg"
"Goetz Wiese",CDU,männlich,,,"Hamburgische Bürgerschaft"
"Bettina Margarethe Wiesmann",CDU,weiblich,,,Bundestag
"Alexander Wiesner",AfD,männlich,,,"Sächsischer Landtag"
"Andreas Wild",Sonstige,männlich,AndreasWildAfD,776076501439635457,"Abgeordnetenhaus von Berlin"
"Margit Wild",SPD,weiblich,,,"Bayerischer Landtag"
"Dr. Heiko Wildberg",AfD,männlich,,,Bundestag
"Bruni Wildenhein-Lauterbach",SPD,weiblich,,,"Abgeordnetenhaus von Berlin"
"Bernhard Wildt",CDU,männlich,Ostseewal,2922690365,"Landtag Mecklenburg-Vorpommern"
"Ulrich Wilken","DIE LINKE",männlich,,,"Hessischer Landtag"
"Cornelia Willius-Senzer",FDP,weiblich,,,"Landtag Rheinland-Pfalz"
"Klaus-Peter Willsch",CDU,männlich,,,Bundestag
"Andreas Winhart",AfD,männlich,AndyWinhart,1070958469539352578,"Bayerischer Landtag"
"Steven Wink",FDP,männlich,steven_wink,213769537,"Landtag Rheinland-Pfalz"
"Bianca Winkelmann",CDU,weiblich,,,"Landtag Nordrhein-Westfalen"
"Elisabeth Winkelmeier-Becker",CDU,weiblich,,,Bundestag
"Monika Winkler",AfD,weiblich,,,"Hamburgische Bürgerschaft"
"Georg Winter",CSU,männlich,,,"Bayerischer Landtag"
"Axel Wintermeyer",CDU,männlich,,,"Hessischer Landtag"
"Sebastian Wippel",AfD,männlich,SebastianWippel,1084443727404371968,"Sächsischer Landtag"
"Susann Wippermann",SPD,weiblich,SWippermann,318615672,"Landtag Mecklenburg-Vorpommern"
"Dr. Christian Friedrich Wirth",AfD,männlich,ChrWirthMdB,920193967937019904,Bundestag
"Stefan Wirtz",AfD,männlich,,,"Niedersächsischer Landtag"
"Lencke Wischhusen",FDP,männlich,,,"Bremische Bürgerschaft"
"Patricia Wissel",CDU,weiblich,,,"Sächsischer Landtag"
"Walter Wissenbach",AfD,männlich,,,"Hessischer Landtag"
"Volker Wissing",FDP,männlich,Wissing,20593301,"Landtag Rheinland-Pfalz"
"Janine Wissler","DIE LINKE",weiblich,Janine_Wissler,143484553,"Hessischer Landtag"
"Uwe Witt",AfD,männlich,Witt_Uwe,4503658823,Bundestag
"Oliver Wittke",CDU,männlich,,,Bundestag
"Ralf Witzel",FDP,männlich,,,"Landtag Nordrhein-Westfalen"
"Dietmar Woidke",SPD,männlich,,,"Landtag Brandenburg"
"Karsten Woldeit",AfD,männlich,Wollihood,53931564,"Abgeordnetenhaus von Berlin"
"Alexander Wolf",AfD,männlich,,,"Hamburgische Bürgerschaft"
"Harald Wolf","DIE LINKE",männlich,,,"Abgeordnetenhaus von Berlin"
"Sven Wolf",SPD,männlich,svenwolf,79136768,"Landtag Nordrhein-Westfalen"
"Torsten Wolf","DIE LINKE",männlich,TorstenWolf_MdL,827151378195824640,"Thüringer Landtag"
"Udo Wolf","DIE LINKE",männlich,,,"Abgeordnetenhaus von Berlin"
"Sabine  Wölfle",SPD,weiblich,SabineWoelfle,406837572,"Landtag von Baden-Württemberg"
"Tiemo Wölken",SPD,männlich,woelken,18174975,EU-Parlament
"Carola Wolle",AfD,weiblich,CarolaWolle,955531685776580611,"Landtag von Baden-Württemberg"
"Roland Wöller",CDU,männlich,,,"Sächsischer Landtag"
"Henry Worm",CDU,männlich,henry_worm,2261267142,"Thüringer Landtag"
"Mareike Lotte Wulf",CDU,weiblich,,,"Niedersächsischer Landtag"
"Thomas Würdisch",SPD,männlich,Twuerdisch,2793660603,"Landtag Mecklenburg-Vorpommern"
"Hendrik Wüst",CDU,männlich,HendrikWuest,724509927952277504,"Landtag Nordrhein-Westfalen"
"Ekkehard Wysocki",SPD,männlich,,,"Hamburgische Bürgerschaft"
"Oguzhan Yazici",CDU,männlich,YaziciMdbb,966091617827475456,"Bremische Bürgerschaft"
"Ibrahim Yetim",SPD,männlich,IbrahimYetim,105543485,"Landtag Nordrhein-Westfalen"
"Mehmet Yildiz","DIE LINKE",männlich,MehmetYildiz_HH,3130595763,"Hamburgische Bürgerschaft"
"Güngör Yilmaz",SPD,weiblich,,,"Hamburgische Bürgerschaft"
"Gülistan Yüksel",SPD,weiblich,,,Bundestag
"Serdar Yüksel",SPD,männlich,,,"Landtag Nordrhein-Westfalen"
"Turgut Yüksel",SPD,männlich,,,"Hessischer Landtag"
"Jörg Zager",SPD,männlich,,,"Bremische Bürgerschaft"
"Lena Zagst","Bündnis 90/Die Grünen",weiblich,,,"Hamburgische Bürgerschaft"
"Hubertus Zdebel","DIE LINKE",männlich,zdebelhubertus,4557858142,Bundestag
"Tobias Zech",CSU,männlich,TobiasZech,1720247887,Bundestag
"Tim-Christopher Zeelen",CDU,männlich,TimZeelen,560197781,"Abgeordnetenhaus von Berlin"
"Johannes Zehfuß",CDU,männlich,,,"Landtag Rheinland-Pfalz"
"Sascha Zehner",CDU,männlich,SaschaZehner,47898894,"Landtag des Saarlandes"
"Josef Zellmeier",CSU,männlich,,,"Bayerischer Landtag"
"Philip Zeschmann",Sonstige,männlich,,,"Landtag Brandenburg"
"Emmi Zeulner",CSU,weiblich,,,Bundestag
"Gerhard Zickenheiner","Bündnis 90/Die Grünen",männlich,,,Bundestag
"Hans-Jürgen Zickler",AfD,männlich,,,"Sächsischer Landtag"
"Dagmar Ziegler",SPD,weiblich,zieglermdb,2290961736,Bundestag
"Paul Ziemiak",CDU,männlich,paulziemiak,288696645,Bundestag
"Benno Zierer","Freie Wähler",männlich,,,"Bayerischer Landtag"
"Stefan Zierke",SPD,männlich,zierke,64220313,Bundestag
"Stefan Ziller","Bündnis 90/Die Grünen",männlich,stefanziller,23844729,"Abgeordnetenhaus von Berlin"
"Steffen Zillich","DIE LINKE",männlich,,,"Abgeordnetenhaus von Berlin"
"Stefan Zimkeit",SPD,männlich,StefanZimkeit,301611880,"Landtag Nordrhein-Westfalen"
"Elke Zimmer","Bündnis 90/Die Grünen",weiblich,ElkeZimmerMdLBW,803611108833689600,"Landtag von Baden-Württemberg"
"Lars-Jörn Zimmer",CDU,männlich,LarsJoernZimmer,191432321,"Landtag Sachsen-Anhalt"
"Olaf Zimmer","DIE LINKE",männlich,,,"Bremische Bürgerschaft"
"Prof. Dr. Matthias Rainer Zimmer",CDU,männlich,matthiaszimmer,52994606,Bundestag
"Reiner Zimmer",SPD,männlich,reinerzimmerhsw,817342623723778048,"Landtag des Saarlandes"
"Dr. Jens Zimmermann",SPD,männlich,JensZimmermann1,449619355,Bundestag
"Frank Zimmermann",SPD,männlich,,,"Abgeordnetenhaus von Berlin"
"Karl Zimmermann",CDU,männlich,,,"Landtag von Baden-Württemberg"
