Name,Fraktion,Wahlkreis,Kommentar,Bild,Wikipedia-URL
Thomas Axel Palka,AfD,19 Eppingen,5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW[4],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Thomas_Axel_Palka
Harald Pfeiffer,fraktionslos,05 Böblingen,nachgerückt am 2. Februar 2018 für Markus Widenmeyer  Am 29. November 2019 Austritt aus der AfD-Fraktion und der Partei[3],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Harald_Pfeiffer_(Politiker)
Julia Philippi,CDU,39 Weinheim,nachgerückt am 1. Januar 2018 für Georg Wacker,https://de.wikipedia.org/wiki/Datei:Julia_Philippi.jpg,https://de.wikipedia.org/wiki/Julia_Philippi_(Politikerin)
Reinhold Pix,GRÜNE,46 Freiburg I,,https://de.wikipedia.org/wiki/Datei:Reinhold_Pix.jpeg,https://de.wikipedia.org/wiki/Reinhold_Pix
Rainer Podeswa,AfD,18 Heilbronn,5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW[4],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Rainer_Podeswa
Thomas Poreski,GRÜNE,60 Reutlingen,,https://de.wikipedia.org/wiki/Datei:Thomas_Poreski_MdL_BaWue_May_2013_gnu1742_5.jpg,https://de.wikipedia.org/wiki/Thomas_Poreski
Patrick Rapp,CDU,48 Breisgau,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_Rapp,_Patrick,_MdL_-_LTBW_-_5241.jpg",https://de.wikipedia.org/wiki/Patrick_Rapp
Stefan Räpple,fraktionslos,52 Kehl,"Am 28. September 2020 aus der Fraktion ausgeschlossen[10], am 29. September 2020 aus der Partei ausgetreten",https://de.wikipedia.org/wiki/Datei:Stefan_R%C3%A4pple.jpg,https://de.wikipedia.org/wiki/Stefan_R%C3%A4pple
Nicole Razavi,CDU,11 Geislingen,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_Razavi,_Nicole,_MdL_-_LTBW_-_4931.jpg",https://de.wikipedia.org/wiki/Nicole_Razavi
Gabriele Reich-Gutjahr,FDP/DVP,02 Stuttgart II,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Gabriele_Reich-Gutjahr
Wolfgang Reinhart,CDU,23 Main-Tauber,,https://de.wikipedia.org/wiki/Datei:Wolfgang_reinhart.jpg,https://de.wikipedia.org/wiki/Wolfgang_Reinhart
Daniel Renkonen,GRÜNE,14 Bietigheim-Bissingen,,https://de.wikipedia.org/wiki/Datei:Daniel_Renkonen_by_Stepro_IMG_1953_DxO.jpg,https://de.wikipedia.org/wiki/Daniel_Renkonen
Martin Rivoir,SPD,64 Ulm,,https://de.wikipedia.org/wiki/Datei:Martin_Rivoir_2013-by-RaBoe_04.jpg,https://de.wikipedia.org/wiki/Martin_Rivoir
Karl-Wilhelm Röhm,CDU,61 Hechingen-Münsingen,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Karl-Wilhelm_R%C3%B6hm_9363-crop.JPG,https://de.wikipedia.org/wiki/Karl-Wilhelm_R%C3%B6hm
Gabi Rolland,SPD,47 Freiburg II,,https://de.wikipedia.org/wiki/Datei:Gabi_Rolland_8699.JPG,https://de.wikipedia.org/wiki/Gabi_Rolland
Karl Rombach,CDU,54 Villingen-Schwenningen,,https://de.wikipedia.org/wiki/Datei:Karl_Rombach_15-05-2013_5159038.jpg,https://de.wikipedia.org/wiki/Karl_Rombach
Markus Rösler,GRÜNE,13 Vaihingen,,https://de.wikipedia.org/wiki/Datei:Markus_R%C3%B6sler_MdL_BaWue_May_2013_gnu1742_1.jpg,https://de.wikipedia.org/wiki/Markus_R%C3%B6sler
Daniel Rottmann,AfD,65 Ehingen,5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW[4],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Daniel_Rottmann
Hans-Ulrich Rülke,FDP/DVP,42 Pforzheim,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_R%C3%BClke,_Hans-Ulrich,_MdL_-_LTBW_-_5297.jpg",https://de.wikipedia.org/wiki/Hans-Ulrich_R%C3%BClke
Barbara Saebel,GRÜNE,31 Ettlingen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Barbara_Saebel
Alexander Salomon,GRÜNE,28 Karlsruhe II,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Alexander_Salomon_9416-crop.JPG,https://de.wikipedia.org/wiki/Alexander_Salomon
Emil Sänze,AfD,53 Rottweil,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Emil_S%C3%A4nze
Volker Schebesta,CDU,51 Offenburg,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Volker_Schebesta_9516-crop.JPG,https://de.wikipedia.org/wiki/Volker_Schebesta
Stefan Scheffold,CDU,25 Schwäbisch Gmünd,,https://de.wikipedia.org/wiki/Datei:Stefan_Scheffold_2013-by-RaBoe_1.jpg,https://de.wikipedia.org/wiki/Stefan_Scheffold
Alexander Schoch,GRÜNE,49 Emmendingen,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Alexander_Schoch_9115-crop.JPG,https://de.wikipedia.org/wiki/Alexander_Schoch
August Schuler,CDU,69 Ravensburg,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/August_Schuler
Albrecht Schütte,CDU,41 Sinsheim,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Albrecht_Sch%C3%BCtte
Andrea Schwarz,GRÜNE,30 Bretten,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Andrea_Schwarz_(Politikerin)
Andreas Schwarz,GRÜNE,08 Kirchheim,,https://de.wikipedia.org/wiki/Datei:N3S_8746-Andreas_Schwarz.JPG,"https://de.wikipedia.org/wiki/Andreas_Schwarz_(Politiker,_1979)"
Erik Schweickert,FDP/DVP,44 Enz,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Erik_Schweickert
Uli Sckerl,GRÜNE,39 Weinheim,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Uli_Sckerl
Stefanie Seemann,GRÜNE,44 Enz,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Stefanie_Seemann
Ramazan Selcuk,SPD,60 Reutlingen,nachgerückt am 10. Oktober 2017 für Nils Schmid,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Ramazan_Selcuk
Doris Senger,fraktionslos,55 Tuttlingen-Donaueschingen,nachgerückt am 11. Juli 2019 für Lars Patrick Berg; wurde erst am 26. September 2019 in die AfD-Fraktion aufgenommen Am 30. Oktober 2020 Austritt aus der AfD-Fraktion,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Doris_Senger
Edith Sitzmann,GRÜNE,47 Freiburg II,,https://de.wikipedia.org/wiki/Datei:Edith_Sitzmann_(2016).jpg,https://de.wikipedia.org/wiki/Edith_Sitzmann
Willi Stächele,CDU,52 Kehl,,https://de.wikipedia.org/wiki/Datei:Willi_Staechele_2_cropped.JPG,https://de.wikipedia.org/wiki/Willi_St%C3%A4chele
Hans Peter Stauch,AfD,61 Hechingen-Münsingen,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Hans_Peter_Stauch
Udo Stein,AfD,22 Schwäbisch Hall,5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW[4],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Udo_Stein
Rainer Stickelberger,SPD,58 Lörrach,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Rainer_Stickelberger_8394.JPG,https://de.wikipedia.org/wiki/Rainer_Stickelberger
Andreas Stoch,SPD,24 Heidenheim,,"https://de.wikipedia.org/wiki/Datei:2013-05-15_16_-_Stoch,_Andreas,_MdL_-_LTBW_-_5214.jpg",https://de.wikipedia.org/wiki/Andreas_Stoch
Stefan Teufel,CDU,53 Rottweil,,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Stefan_Teufel
Franz Untersteller,GRÜNE,03 Stuttgart III,,https://de.wikipedia.org/wiki/Datei:Franz_Untersteller2015-06-13.JPG,https://de.wikipedia.org/wiki/Franz_Untersteller
Klaus-Günther Voigtmann,AfD,40 Schwetzingen,5. Juli bis 11. Oktober 2016 Mitglied der Fraktion ABW[4],https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Klaus-G%C3%BCnther_Voigtmann
Tobias Wald,CDU,33 Baden-Baden,,https://de.wikipedia.org/wiki/Datei:2013-05-16_Tobias_Wald_8604.JPG,https://de.wikipedia.org/wiki/Tobias_Wald
Thekla Walker,GRÜNE,05 Böblingen,,https://de.wikipedia.org/wiki/Datei:Thekla_Walker_Gruene_BW_Er%C3%B6ffnung_LGS_(8452359755).jpg,https://de.wikipedia.org/wiki/Thekla_Walker
Jürgen Walter,GRÜNE,12 Ludwigsburg,,https://de.wikipedia.org/wiki/Datei:J%C3%BCrgen_Walter_8581.JPG,"https://de.wikipedia.org/wiki/J%C3%BCrgen_Walter_(Politiker,_1957)"
Uwe Wanke,AfD,38 Neckar-Odenwald,nachgerückt am 2. Juli 2020 für Klaus Dürr,https://de.wikipedia.org/wiki/Datei:Image_of_none.svg,https://de.wikipedia.org/wiki/Uwe_Wanke
